Time,c_LO_measured,c_RE_measured,f_PLSP_measured,f_PLSS_measured,f_LO_measured,f_LE_measured,c_PLS_measured,c_LE_measured,c_RaffP_measured,c_RaffS_measured,c_BO_measured,v_LO_control,v_LO_valve,v_LE_control,v_LE_valve,v_LO_state,v_LE_state,process_state,sensor_LO_state,c_LO_sensor,f6_state,c_RE_sensor,ext_efficiency,strip_efficiency,f1_magnitude,f2_magnitude,fault_state
110640,15.07,54.57,290.67,293.92,281.85,196.71,6.45,35.9,0.05,0,0.88,0.48,0.48,0.5,0.5,0,0,0,0,15.0708560376853,0,54.5653642626449,1,1,0,0,0
110670,15.09,54.88,286.36,287.61,266.77,197.3,6.47,35.89,0,0.01,0.85,0.48,0.48,0.5,0.5,0,0,0,0,15.0879219396402,0,54.8815668678245,1,1,0,0,0
110700,14.81,55.42,295.9,288.32,266.02,195.34,6.49,35.9,0,0,0.92,0.49,0.49,0.5,0.5,0,0,0,0,14.8089079284001,0,55.421019986841,1,1,0,0,0
110730,14.68,55.69,284.43,289.92,265,200.03,6.47,35.88,0,0,0.96,0.47,0.47,0.51,0.51,0,0,0,0,14.6789457644056,0,55.688673729112,1,1,0,0,0
110760,14.66,55.42,291.72,288.78,270.88,197.39,6.46,35.93,0,0.05,0.86,0.48,0.48,0.51,0.51,0,0,0,0,14.6602102779335,0,55.4225995678054,1,1,0,0,0
110790,14.82,55.28,286.83,296.24,261.46,189.22,6.45,35.85,0.01,0.04,0.86,0.48,0.48,0.5,0.5,0,0,0,0,14.8169536008286,0,55.2792858335865,1,1,0,0,0
110820,14.9,54.89,288.39,293.15,266.71,196.08,6.43,35.9,0.01,0,0.86,0.48,0.48,0.5,0.5,0,0,0,0,14.9034475639357,0,54.8894186710411,1,1,0,0,0
110850,14.88,54.96,289.27,282.12,271.72,208.8,6.51,35.95,0,0,0.81,0.48,0.48,0.5,0.5,0,0,0,0,14.8810424305822,0,54.9618595953225,1,1,0,0,0
110880,15.09,54.47,297.24,287.34,274.24,196.6,6.48,35.93,0,0.05,0.87,0.49,0.49,0.5,0.5,0,0,0,0,15.0943432539865,0,54.4746521810731,1,1,0,0,0
110910,15.15,54.38,289.79,291.47,271.18,195.64,6.37,35.99,0.04,0,0.87,0.48,0.48,0.5,0.5,0,0,0,0,15.1488422189688,0,54.3847020375366,1,1,0,0,0
110940,14.69,55.4,292.87,291.48,271.19,193.39,6.44,35.97,0.01,0,0.91,0.48,0.48,0.51,0.51,0,0,0,0,14.694954583562,0,55.4028740148486,1,1,0,0,0
110970,14.96,54.54,297.77,291.78,264.56,193.88,6.46,35.88,0.02,0,0.86,0.49,0.49,0.5,0.5,0,0,0,0,14.9550727944152,0,54.5375995638737,1,1,0,0,0
111000,14.73,55.5,293.14,291.92,260.43,200.4,6.47,35.96,0.02,0,0.91,0.48,0.48,0.51,0.51,0,0,0,0,14.7285984891466,0,55.5039067632763,1,1,0,0,0
111030,14.91,54.83,298.76,289.94,266.52,193.91,6.4,35.99,0.02,0.11,0.86,0.48,0.48,0.5,0.5,0,0,0,0,14.9144916278206,0,54.8348568138315,1,1,0,0,0
111060,14.66,55.22,292.22,285.92,262.61,192.62,6.42,36.03,0.06,0,0.89,0.47,0.47,0.51,0.51,0,0,0,0,14.6563992317484,0,55.2185528125897,1,1,0,0,0
111090,14.86,55.16,301.77,291.26,269.61,192.63,6.46,35.95,0,0.07,0.89,0.49,0.49,0.5,0.5,0,0,0,0,14.8572035395387,0,55.1572408960376,1,1,0,0,0
111120,14.94,55.14,291.83,286.02,260.96,196.85,6.47,35.98,0.02,0.02,0.93,0.48,0.48,0.5,0.5,0,0,0,0,14.9355189834683,0,55.1408625730297,1,1,0,0,0
111150,15.06,54.69,290.87,293.07,267.28,197.97,6.42,36,0,0,0.91,0.48,0.48,0.5,0.5,0,0,0,0,15.0588021101749,0,54.6901060958007,1,1,0,0,0
111180,14.88,54.82,291.45,289,259.49,200.01,6.48,36.03,0.01,0.01,0.87,0.48,0.48,0.5,0.5,0,0,0,0,14.8755676443688,0,54.8232593394151,1,1,0,0,0
111210,14.81,54.99,296.11,285.79,267,195.46,6.44,36.02,0.01,0,0.86,0.48,0.48,0.5,0.5,0,0,0,0,14.8120615374387,0,54.989781549842,1,1,0,0,0
111240,14.88,55.17,295.62,288.33,264.2,199.81,6.42,35.97,0.06,0.01,0.93,0.48,0.48,0.5,0.5,0,0,0,0,14.8757567587191,0,55.1651591678532,1,1,0,0,0
111270,14.88,55.03,287.28,295.15,264.23,204.31,6.44,35.98,0.05,0,0.9,0.48,0.48,0.5,0.5,0,0,0,0,14.8765203029908,0,55.0281501564295,1,1,0,0,0
111300,15.03,54.62,296.47,292.67,271.76,196.3,6.47,36.08,0.01,0.04,0.87,0.49,0.49,0.5,0.5,0,0,0,0,15.0303202266215,0,54.6184779201576,1,1,0,0,0
111330,15.13,54.36,287.72,293.46,280.45,193.67,6.53,36.06,0,0,0.85,0.49,0.49,0.5,0.5,0,0,0,0,15.1259370024395,0,54.3556937944419,1,1,0,0,0
111360,15.04,54.77,292.21,290.41,269.25,195.44,6.49,36,0.02,0.01,0.86,0.49,0.49,0.5,0.5,0,0,0,0,15.0391127327285,0,54.7667897442612,1,1,0,0,0
111390,14.93,55.09,286.93,295.44,260.72,201.39,6.46,36.05,0,0,0.87,0.48,0.48,0.51,0.51,0,0,0,0,14.9322125047368,0,55.0904318561446,1,1,0,0,0
111420,14.84,54.84,290.15,295.21,263.95,198.53,6.45,36.03,0,0.01,0.82,0.48,0.48,0.5,0.5,0,0,0,0,14.8412948892349,0,54.8443386030131,1,1,0,0,0
111450,14.99,54.51,289.59,291.46,278.25,194.77,6.5,36.06,0.04,0.03,0.83,0.48,0.48,0.5,0.5,0,0,0,0,14.9912831867115,0,54.5132067171644,1,1,0,0,0
111480,14.94,54.68,286.73,291.32,263.57,195.99,6.46,36.1,0,0,0.84,0.48,0.48,0.5,0.5,0,0,0,0,14.9356762392535,0,54.681461911391,1,1,0,0,0
111510,15.09,54.3,293.12,293.76,266.4,193.33,6.43,36.11,0.01,0.02,0.84,0.49,0.49,0.5,0.5,0,0,0,0,15.0869377699235,0,54.3047435264398,1,1,0,0,0
111540,14.79,55.33,291.43,284.61,259.7,205.65,6.44,36.12,0,0,0.9,0.47,0.47,0.51,0.51,0,0,0,0,14.7860009947936,0,55.3326881920157,1,1,0,0,0
111570,14.83,55.43,286.58,291.19,255.99,196.77,6.45,36.05,0,0,0.88,0.47,0.47,0.51,0.51,0,0,0,0,14.8295450510675,0,55.4349830342626,1,1,0,0,0
111600,14.87,55.37,292.52,281.44,259.2,202.87,6.46,36.08,0.01,0,0.96,0.47,0.47,0.51,0.51,0,0,0,0,14.872090737823,0,55.3675649600626,1,1,0,0,0
111630,14.84,54.65,296.22,292.65,268.12,194.48,6.45,36.06,0.04,0.02,0.84,0.49,0.49,0.5,0.5,0,0,0,0,14.8358597308448,0,54.6543120851111,1,1,0,0,0
111660,15.01,54.64,296.41,290.86,265.1,193.88,6.41,36.1,0.05,0.03,0.81,0.48,0.48,0.5,0.5,0,0,0,0,15.0105993824618,0,54.6380936448929,1,1,0,0,0
111690,15.03,55.02,290.9,287.86,266.51,196.6,6.42,36.13,0,0.01,0.86,0.48,0.48,0.51,0.51,0,0,0,0,15.0293101569505,0,55.0183288250869,1,1,0,0,0
111720,14.94,54.5,289.45,292.26,260.04,197.08,6.47,36.13,0.02,0,0.87,0.48,0.48,0.5,0.5,0,0,0,0,14.9376478376175,0,54.5017872438872,1,1,0,0,0
111750,14.88,55.15,299.74,293.25,276.9,193.08,6.44,36.13,0.05,0,0.9,0.49,0.49,0.51,0.51,0,0,0,0,14.8755743047924,0,55.1537879511795,1,1,0,0,0
111780,14.91,54.97,296.24,289.54,264.95,198.24,6.4,36.11,0,0,0.84,0.48,0.48,0.51,0.51,0,0,0,0,14.9110716578532,0,54.9734043471709,1,1,0,0,0
111810,14.9,55.25,295.17,290.46,265.65,196.22,6.43,36.09,0.04,0,0.88,0.48,0.48,0.51,0.51,0,0,0,0,14.8959827786318,0,55.2464653634561,1,1,0,0,0
111840,14.91,54.92,294.79,289.63,259.95,198.82,6.38,36.11,0.03,0,0.9,0.48,0.48,0.51,0.51,0,0,0,0,14.914146171325,0,54.9192862101964,1,1,0,0,0
111870,14.91,55.38,293.45,291.17,268.66,191.36,6.45,36.11,0.01,0,0.87,0.48,0.48,0.51,0.51,0,0,0,0,14.9140017339215,0,55.3838754141535,1,1,0,0,0
111900,14.84,55.04,288.57,295.85,269.91,191.4,6.48,36.2,0,0.03,0.78,0.48,0.48,0.51,0.51,0,0,0,0,14.8392216280416,0,55.0429392100423,1,1,0,0,0
111930,15,54.99,294.72,289.66,265.28,197.91,6.45,36.14,0.03,0,0.88,0.49,0.49,0.51,0.51,0,0,0,0,15.0043477549651,0,54.9902220467091,1,1,0,0,0
111960,15,54.68,295.24,288.72,263.89,192.71,6.4,36.12,0,0.01,0.88,0.48,0.48,0.5,0.5,0,0,0,0,14.9955616326712,0,54.67664017183,1,1,0,0,0
111990,14.91,55.21,299.4,288.85,279.35,201.14,6.43,36.17,0,0,0.89,0.49,0.49,0.51,0.51,0,0,0,0,14.9133425972117,0,55.2090534730921,1,1,0,0,0
112020,14.92,55.45,302.02,292.05,283.24,193.52,6.49,36.15,0,0,0.98,0.5,0.5,0.51,0.51,0,0,0,0,14.9230167962953,0,55.4459149819846,1,1,0,0,0
112050,14.84,55.27,281.65,293.32,264.67,199.82,6.47,36.17,0.04,0.03,0.88,0.47,0.47,0.51,0.51,0,0,0,0,14.8354712715935,0,55.2682733226702,1,1,0,0,0
112080,14.84,55,294.29,291.95,267,195.14,6.4,36.17,0,0,0.87,0.48,0.48,0.51,0.51,0,0,0,0,14.8391104942638,0,54.9993047523001,1,1,0,0,0
112110,14.73,55.35,299.58,294.33,280.39,201.49,6.44,36.2,0.05,0.01,0.86,0.49,0.49,0.51,0.51,0,0,0,0,14.727744353798,0,55.3465433773295,1,1,0,0,0
112140,14.85,55.04,300.28,293.31,265.67,197.63,6.42,36.17,0.01,0.02,0.89,0.49,0.49,0.51,0.51,0,0,0,0,14.8549870652349,0,55.0445557967105,1,1,0,0,0
112170,14.87,55.06,286.29,302.11,269.78,204.54,6.45,36.18,0.03,0,0.89,0.48,0.48,0.51,0.51,0,0,0,0,14.8656127957429,0,55.0595512485491,1,1,0,0,0
112200,14.94,54.83,295.03,298.25,275.93,194.31,6.46,36.19,0.02,0.05,0.89,0.49,0.49,0.51,0.51,0,0,0,0,14.9439498577599,0,54.8320117075472,1,1,0,0,0
112230,14.79,55.49,299.57,286.61,272.55,197.44,6.45,36.24,0.05,0,0.94,0.49,0.49,0.51,0.51,0,0,0,0,14.7851795576919,0,55.4873796795375,1,1,0,0,0
112260,14.79,55.73,297.1,287.24,268.77,199.67,6.45,36.18,0,0.04,0.9,0.48,0.48,0.51,0.51,0,0,0,0,14.7911884962396,0,55.7342971036823,1,1,0,0,0
112290,14.92,55.09,299.45,290.82,279.4,200.23,6.47,36.25,0.02,0,0.9,0.49,0.49,0.51,0.51,0,0,0,0,14.9203999654755,0,55.0914385948899,1,1,0,0,0
112320,15,54.83,294.08,293.6,279.11,199.01,6.48,36.29,0,0,0.88,0.49,0.49,0.51,0.51,0,0,0,0,14.9962242459602,0,54.829355995329,1,1,0,0,0
112350,14.81,55.28,296.85,292.48,265.29,199.7,6.41,36.22,0,0.03,0.93,0.48,0.48,0.51,0.51,0,0,0,0,14.8145811885894,0,55.2798823524962,1,1,0,0,0
112380,14.89,55.22,301.81,288.93,271.79,200.38,6.37,36.24,0.03,0.02,0.88,0.48,0.48,0.51,0.51,0,0,0,0,14.8861738351232,0,55.2241151059418,1,1,0,0,0
112410,14.72,55.4,297.51,293.6,277.98,204.1,6.44,36.3,0,0,0.86,0.49,0.49,0.51,0.51,0,0,0,0,14.7191889904643,0,55.3997639484274,1,1,0,0,0
112440,15.16,54.6,294.78,294.1,276.14,194.19,6.44,36.3,0.03,0,0.84,0.49,0.49,0.51,0.51,0,0,0,0,15.1614659353312,0,54.5975444089846,1,1,0,0,0
112470,14.95,54.78,284.7,289.99,258.58,197.2,6.4,36.28,0,0.05,0.85,0.47,0.47,0.51,0.51,0,0,0,0,14.9506658119638,0,54.7812369313273,1,1,0,0,0
112500,14.81,55.17,300.13,282.46,259.11,198.66,6.47,36.27,0.03,0.01,0.9,0.49,0.49,0.51,0.51,0,0,0,0,14.8104490553443,0,55.1712145398559,1,1,0,0,0
112530,14.86,54.9,286.9,281.25,263.14,194.69,6.46,36.3,0.08,0.03,0.88,0.47,0.47,0.51,0.51,0,0,0,0,14.8647752521557,0,54.8990015938945,1,1,0,0,0
112560,14.85,55.41,298.43,295.17,263.58,203.18,6.46,36.32,0,0.02,0.88,0.49,0.49,0.51,0.51,0,0,0,0,14.8486401621375,0,55.4129502592259,1,1,0,0,0
112590,14.83,55.67,292.89,288.18,263.42,199.43,6.38,36.34,0,0,0.89,0.47,0.47,0.52,0.52,0,0,0,0,14.8279135457024,0,55.6703215359886,1,1,0,0,0
112620,14.72,55.43,294.05,285.77,261.59,203.38,6.4,36.3,0.02,0,0.93,0.47,0.47,0.51,0.51,0,0,0,0,14.7230318779534,0,55.4272191407615,1,1,0,0,0
112650,14.71,55.43,289.49,287.25,259.31,203.12,6.45,36.34,0.05,0,0.9,0.47,0.47,0.51,0.51,0,0,0,0,14.7094064185843,0,55.4319943213828,1,1,0,0,0
112680,14.98,55.09,300.07,282.05,268.74,199.9,6.42,36.32,0.05,0.09,0.88,0.48,0.48,0.51,0.51,0,0,0,0,14.980402133028,0,55.0928736179942,1,1,0,0,0
112710,15.08,55.06,298.81,288.77,267.48,200.13,6.41,36.28,0,0.05,0.87,0.49,0.49,0.51,0.51,0,0,0,0,15.0825983610964,0,55.064668860785,1,1,0,0,0
112740,14.85,55.21,294.7,283.95,258.08,197.77,6.42,36.36,0,0.03,0.84,0.48,0.48,0.51,0.51,0,0,0,0,14.8500618583353,0,55.210271127711,1,1,0,0,0
112770,14.98,55.34,293.33,288.7,264.68,201.12,6.46,36.34,0.05,0,0.9,0.48,0.48,0.51,0.51,0,0,0,0,14.9766186753214,0,55.3439752979794,1,1,0,0,0
112800,14.8,55.22,301.69,289.92,278.68,200.41,6.43,36.29,0,0,0.9,0.49,0.49,0.51,0.51,0,0,0,0,14.7966293449937,0,55.2165614148553,1,1,0,0,0
112830,14.82,55.6,289.92,291.2,267.18,202.06,6.43,36.35,0,0,0.92,0.48,0.48,0.52,0.52,0,0,0,0,14.8245995517883,0,55.5965872346266,1,1,0,0,0
112860,14.77,55.43,299.07,289.88,272.32,202.3,6.46,36.38,0.02,0,0.95,0.49,0.49,0.52,0.52,0,0,0,0,14.7738057414672,0,55.4271113918689,1,1,0,0,0
112890,14.74,55.53,297.68,293.57,272.29,205.7,6.4,36.37,0.04,0.03,0.89,0.48,0.48,0.52,0.52,0,0,0,0,14.7371744370171,0,55.5279255570838,1,1,0,0,0
112920,15.05,54.91,295.91,290.67,283.1,199.51,6.45,36.39,0.05,0.07,0.83,0.49,0.49,0.51,0.51,0,0,0,0,15.0458867395757,0,54.9140273779564,1,1,0,0,0
112950,14.92,55.22,289.6,289.03,268.72,202.45,6.42,36.37,0.03,0.08,0.93,0.47,0.47,0.51,0.51,0,0,0,0,14.9206523782814,0,55.2201455442374,1,1,0,0,0
112980,15.09,54.68,291.13,284.06,268.78,201.3,6.45,36.42,0.02,0,0.86,0.48,0.48,0.51,0.51,0,0,0,0,15.0883254482568,0,54.6836705778415,1,1,0,0,0
113010,14.97,54.97,295.4,302.62,276.29,203.62,6.42,36.36,0.04,0,0.88,0.49,0.49,0.51,0.51,0,0,0,0,14.9663320884644,0,54.9746820578573,1,1,0,0,0
113040,14.93,55.05,299.71,292.39,279,201.18,6.39,36.38,0.03,0,0.89,0.49,0.49,0.51,0.51,0,0,0,0,14.9278455330634,0,55.0465536444479,1,1,0,0,0
113070,14.8,55.46,295.65,300.15,275.69,198.52,6.43,36.4,0.01,0.03,0.88,0.49,0.49,0.52,0.52,0,0,0,0,14.8032833341886,0,55.4647100392608,1,1,0,0,0
113100,15.06,54.91,299.32,293.82,267.77,200.26,6.47,36.45,0.02,0,0.82,0.5,0.5,0.52,0.52,0,0,0,0,15.0613346502028,0,54.908139080262,1,1,0,0,0
113130,14.95,55.23,304.66,292.48,269.25,196.77,6.43,36.41,0,0,0.9,0.5,0.5,0.52,0.52,0,0,0,0,14.9462514345291,0,55.2260010144862,1,1,0,0,0
113160,14.85,55.29,300,289.29,268.81,199.11,6.41,36.44,0,0.02,0.83,0.49,0.49,0.52,0.52,0,0,0,0,14.8549888564626,0,55.2853601799287,1,1,0,0,0
113190,15,54.85,282.64,290.91,261.67,203.9,6.43,36.46,0.02,0,0.8,0.47,0.47,0.51,0.51,0,0,0,0,14.9957729515433,0,54.8505480549655,1,1,0,0,0
113220,15.02,54.83,294.18,290.07,270.78,196.06,6.44,36.45,0,0.02,0.84,0.49,0.49,0.51,0.51,0,0,0,0,15.0225814608382,0,54.8293864873427,1,1,0,0,0
113250,14.93,55.18,289.19,301.22,266.96,198.49,6.35,36.45,0,0,0.88,0.48,0.48,0.52,0.52,0,0,0,0,14.9289634135622,0,55.1813234265173,1,1,0,0,0
113280,14.89,55.26,286.15,289.12,257.42,202.78,6.39,36.48,0.04,0,0.9,0.47,0.47,0.52,0.52,0,0,0,0,14.8900010007622,0,55.2560756501704,1,1,0,0,0
113310,15.15,54.75,297.98,289.33,274.35,198.96,6.42,36.47,0,0,0.86,0.49,0.49,0.51,0.51,0,0,0,0,15.1545381181455,0,54.751858716608,1,1,0,0,0
113340,14.84,55.55,300.61,296.81,274.78,200.07,6.44,36.38,0.06,0,0.88,0.49,0.49,0.52,0.52,0,0,0,0,14.8448943807641,0,55.5505103056078,1,1,0,0,0
113370,14.82,55.55,296.4,297.48,272.96,199.12,6.4,36.48,0.01,0,0.89,0.49,0.49,0.52,0.52,0,0,0,0,14.824317103581,0,55.5503821153315,1,1,0,0,0
113400,14.76,55.31,290.95,286.31,267.99,197.67,6.39,36.48,0.04,0,0.94,0.47,0.47,0.52,0.52,0,0,0,0,14.7623658976083,0,55.3110170188514,1,1,0,0,0
113430,14.87,55.07,300.92,289.58,274.87,200.97,6.42,36.53,0.01,0,0.92,0.49,0.49,0.52,0.52,0,0,0,0,14.8670952328035,0,55.0697371269034,1,1,0,0,0
113460,15.04,54.85,298.53,291.4,272.1,195.21,6.46,36.51,0.01,0.03,0.87,0.49,0.49,0.52,0.52,0,0,0,0,15.0403115801882,0,54.8450050103362,1,1,0,0,0
113490,15.04,54.97,299.44,295.6,275.1,204.98,6.45,36.52,0.05,0,0.86,0.5,0.5,0.52,0.52,0,0,0,0,15.0408931403876,0,54.9713410220903,1,1,0,0,0
113520,15.02,54.89,302.23,290.47,282.15,202.41,6.4,36.47,0,0,0.88,0.49,0.49,0.52,0.52,0,0,0,0,15.018221282237,0,54.8879148893542,1,1,0,0,0
113550,14.86,55.15,288.93,290.83,269.85,206.77,6.4,36.54,0.01,0.03,0.88,0.47,0.47,0.52,0.52,0,0,0,0,14.8600115550423,0,55.1537959504425,1,1,0,0,0
113580,14.95,54.94,291.36,283.95,261.16,202.92,6.44,36.55,0,0.04,0.86,0.48,0.48,0.52,0.52,0,0,0,0,14.953620965955,0,54.9392548192472,1,1,0,0,0
113610,14.93,55.12,289.65,294.31,268.45,200.1,6.43,36.52,0,0.03,0.86,0.48,0.48,0.52,0.52,0,0,0,0,14.9268065873611,0,55.1186339339282,1,1,0,0,0
113640,14.82,55.47,288.28,292.39,264.65,203.09,6.38,36.54,0.04,0,0.87,0.47,0.47,0.52,0.52,0,0,0,0,14.8207102337349,0,55.4650013229408,1,1,0,0,0
113670,14.85,55.42,294.13,293.35,257.63,197.67,6.38,36.56,0.03,0.02,0.89,0.48,0.48,0.52,0.52,0,0,0,0,14.8481673011897,0,55.4246330001937,1,1,0,0,0
113700,14.88,55.26,293.22,288.58,268.84,205.46,6.44,36.51,0.09,0.02,0.88,0.48,0.48,0.52,0.52,0,0,0,0,14.8783981566329,0,55.2554736400429,1,1,0,0,0
113730,14.91,55.07,293.75,284.94,263.38,201.76,6.38,36.52,0.05,0,0.89,0.47,0.47,0.52,0.52,0,0,0,0,14.9065214989701,0,55.0725371749679,1,1,0,0,0
113760,14.9,55.07,298.02,288.7,278.95,201.88,6.42,36.57,0,0.03,0.96,0.49,0.49,0.52,0.52,0,0,0,0,14.8993280915332,0,55.0714298390818,1,1,0,0,0
113790,14.98,54.64,292.16,296.29,272.89,196.69,6.4,36.55,0.04,0.01,0.9,0.48,0.48,0.52,0.52,0,0,0,0,14.9827409724731,0,54.6442314238424,1,1,0,0,0
113820,14.82,55.06,304.52,293.32,276.38,202,6.41,36.56,0,0,0.85,0.49,0.49,0.52,0.52,0,0,0,0,14.8182512254135,0,55.057022239165,1,1,0,0,0
113850,14.81,55.03,307.71,294.21,277.4,197.44,6.4,36.56,0.01,0,0.88,0.5,0.5,0.52,0.52,0,0,0,0,14.8058337311371,0,55.0266033756537,1,1,0,0,0
113880,15.04,55.01,300.45,285.14,276.73,203.53,6.45,36.62,0.07,0,0.86,0.49,0.49,0.52,0.52,0,0,0,0,15.0397236512562,0,55.0102267132392,1,1,0,0,0
113910,14.8,55.48,295.42,297.57,278.49,209.68,6.44,36.61,0.05,0.05,0.9,0.49,0.49,0.52,0.52,0,0,0,0,14.7953004828054,0,55.4806824026991,1,1,0,0,0
113940,14.96,55.21,302.39,289.64,264.27,202.83,6.4,36.6,0,0.03,0.85,0.49,0.49,0.52,0.52,0,0,0,0,14.9602018433998,0,55.213729440913,1,1,0,0,0
113970,15.01,54.78,295.4,295.74,278.31,208.17,6.44,36.58,0,0.05,0.85,0.49,0.49,0.52,0.52,0,0,0,0,15.005538112194,0,54.7770948478368,1,1,0,0,0
114000,15,55.23,297.88,288.83,278.02,207.21,6.42,36.63,0.02,0.06,0.86,0.49,0.49,0.52,0.52,0,0,0,0,15.0021061864404,0,55.2318919976114,1,1,0,0,0
114030,14.75,55.49,293.51,291.1,265.26,211.32,6.39,36.67,0.03,0,0.95,0.48,0.48,0.52,0.52,0,0,0,0,14.7532283490354,0,55.4860092987518,1,1,0,0,0
114060,14.73,55.39,308.83,286.46,277.41,205.76,6.41,36.61,0,0.01,0.89,0.49,0.49,0.52,0.52,0,0,0,0,14.7251063404193,0,55.3914138844137,1,1,0,0,0
114090,14.95,54.91,294.24,288.24,269.91,203.28,6.43,36.63,0.01,0.01,0.84,0.48,0.48,0.52,0.52,0,0,0,0,14.9450186369113,0,54.9136555373867,1,1,0,0,0
114120,14.77,55.33,298.4,289.43,260.97,211.26,6.39,36.61,0,0,0.86,0.48,0.48,0.52,0.52,0,0,0,0,14.7665717084749,0,55.3333356008464,1,1,0,0,0
114150,15,54.95,297.05,283.95,275.05,206.24,6.46,36.6,0,0.05,0.88,0.49,0.49,0.52,0.52,0,0,0,0,15.0009380697586,0,54.9484980180501,1,1,0,0,0
114180,14.88,55.37,295.37,297.32,273.02,202.89,6.39,36.66,0.04,0.02,0.92,0.49,0.49,0.52,0.52,0,0,0,0,14.8770309719128,0,55.3652053406686,1,1,0,0,0
114210,14.89,55.11,294.43,286.4,269.53,199.54,6.44,36.65,0.01,0,0.85,0.48,0.48,0.52,0.52,0,0,0,0,14.8877897859282,0,55.1146924115323,1,1,0,0,0
114240,14.94,55.32,292.28,288.49,262.58,208.09,6.37,36.66,0.03,0.03,0.89,0.47,0.47,0.52,0.52,0,0,0,0,14.9408224345269,0,55.3227987924578,1,1,0,0,0
114270,14.85,55.43,293.04,287.27,271.64,204.86,6.45,36.72,0,0.04,0.92,0.48,0.48,0.53,0.53,0,0,0,0,14.8484837139581,0,55.428000397249,1,1,0,0,0
114300,14.89,55.03,295.36,292.92,269.12,201.46,6.43,36.66,0,0,0.89,0.49,0.49,0.52,0.52,0,0,0,0,14.8944468405964,0,55.0344199727276,1,1,0,0,0
114330,15.01,54.78,292.52,290.83,266.43,204.17,6.43,36.73,0,0,0.88,0.48,0.48,0.52,0.52,0,0,0,0,15.0067343008924,0,54.7841839609734,1,1,0,0,0
114360,14.92,55.45,291.42,295,271.18,209.11,6.39,36.73,0.05,0,0.92,0.48,0.48,0.53,0.53,0,0,0,0,14.918754581923,0,55.4492852079368,1,1,0,0,0
114390,14.66,55.67,299.65,289.4,267.8,198.12,6.42,36.67,0,0,0.93,0.48,0.48,0.53,0.53,0,0,0,0,14.6620776697459,0,55.6671835220045,1,1,0,0,0
114420,14.78,55.46,295.22,294.59,266.95,207.25,6.37,36.73,0,0,0.87,0.48,0.48,0.53,0.53,0,0,0,0,14.7826260516803,0,55.4583060860258,1,1,0,0,0
114450,14.74,55.47,300.14,291.85,265.66,204.47,6.35,36.7,0.01,0.04,0.9,0.48,0.48,0.53,0.53,0,0,0,0,14.7389790590047,0,55.47353803277,1,1,0,0,0
114480,14.8,55.43,295.91,290.53,270.92,206.7,6.43,36.71,0.01,0.04,0.94,0.48,0.48,0.53,0.53,0,0,0,0,14.7984955997164,0,55.4331307451497,1,1,0,0,0
114510,15.11,54.7,286.68,286.52,263.43,202.65,6.36,36.7,0.04,0,0.87,0.47,0.47,0.52,0.52,0,0,0,0,15.1140113359879,0,54.7008954195105,1,1,0,0,0
114540,14.84,55.1,302.63,296.71,276.02,208.28,6.43,36.71,0,0,0.94,0.5,0.5,0.52,0.52,0,0,0,0,14.8364406844297,0,55.0987303361181,1,1,0,0,0
114570,14.95,54.97,289.57,292.3,263.36,209.68,6.48,36.71,0,0.04,0.89,0.48,0.48,0.52,0.52,0,0,0,0,14.9537575844184,0,54.9733747665812,1,1,0,0,0
114600,15.11,54.82,299.66,292.93,281.8,207.39,6.46,36.74,0.04,0.07,0.86,0.5,0.5,0.52,0.52,0,0,0,0,15.1059171494396,0,54.8213728077638,1,1,0,0,0
114630,14.71,55.24,286.84,289.83,261.08,204.99,6.44,36.7,0,0.01,0.88,0.47,0.47,0.52,0.52,0,0,0,0,14.7109629698684,0,55.2420173938694,1,1,0,0,0
114660,14.67,55.4,294.58,290.99,262.85,208.22,6.39,36.72,0,0.06,0.89,0.48,0.48,0.53,0.53,0,0,0,0,14.6680849419945,0,55.4033963199402,1,1,0,0,0
114690,14.73,55.33,300.46,293.51,278.63,204.77,6.44,36.74,0,0,0.89,0.49,0.49,0.53,0.53,0,0,0,0,14.7291292536764,0,55.3333429150037,1,1,0,0,0
114720,14.93,55.16,295.74,293.78,261.07,204.33,6.42,36.78,0.03,0.03,0.88,0.49,0.49,0.53,0.53,0,0,0,0,14.9302898481124,0,55.1638425369397,1,1,0,0,0
114750,14.85,55.18,297,295.03,276.93,207.95,6.42,36.83,0,0,0.89,0.49,0.49,0.53,0.53,0,0,0,0,14.847040439528,0,55.1814005332292,1,1,0,0,0
114780,14.74,55.91,305.42,285.45,263.05,205.31,6.39,36.79,0.06,0.05,0.86,0.49,0.49,0.53,0.53,0,0,0,0,14.7443050386109,0,55.907212308063,1,1,0,0,0
114810,14.85,55.15,303.11,298.98,276.98,202.69,6.43,36.78,0,0.04,0.92,0.5,0.5,0.53,0.53,0,0,0,0,14.8489847616146,0,55.1518936834098,1,1,0,0,0
114840,14.79,55.35,289.76,296.61,263.87,203.89,6.45,36.75,0.01,0.02,0.89,0.48,0.48,0.53,0.53,0,0,0,0,14.7937723222077,0,55.346381508459,1,1,0,0,0
114870,14.82,55.25,307.67,285.25,269.47,203.62,6.35,36.81,0.01,0,0.9,0.49,0.49,0.53,0.53,0,0,0,0,14.8238866577948,0,55.2462308277156,1,1,0,0,0
