Time,cPLS,cLO_measured
64,6.96099426576755,14.8627454377788
64.5,6.95636786277657,14.8818832291177
65,7.02469001971852,14.8818368510177
65.5,6.99739048259502,14.8962614672712
66,6.93942861204489,14.8717721936998
66.5,7.02397870641774,14.8764994281707
67,7.02531124590357,14.8730738257643
67.5,6.9914794590652,14.8464025383022
68,6.99464964325681,14.8290816081047
68.5,7.05624580200068,14.9318778526057
69,6.97609617776075,14.8830134447054
69.5,7.00643172084378,14.8707585443869
70,7.02295397944252,14.9323265629611
70.5,6.98619699741708,14.884053154845
71,6.9493055453734,14.9003001793526
71.5,6.98642083731354,14.8848812889981
72,6.95260001736601,14.9216222734053
72.5,7.01974465112751,14.8885266174454
73,7.02376487051854,14.8831378597875
73.5,7.03549518569419,14.8921725766572
74,7.01910591933713,14.9077562259625
74.5,7.00256011240798,14.8512734213161
75,7.06130479087857,14.8826312495661
75.5,7.02169169819276,14.8639990128666
76,6.96515133995661,14.9395774615525
76.5,6.97944711111089,14.9047916992854
77,6.90508781764941,14.8482953811945
77.5,6.9787038076548,14.9234705294194
78,6.99993024682068,14.8520846422275
78.5,7.00407432955013,14.9029453008449
79,6.99820919598436,14.860003509989
79.5,6.98178334384484,14.9486424497213
80,6.98892053949828,14.8874578174657
80.5,7.02561376277188,14.9012482995608
81,6.97878650157616,14.8594760852274
81.5,6.99440726925997,14.9112993585407
82,7.03803404331453,14.8348466581992
82.5,7.00702690713563,14.8818996002155
83,7.02845313498764,14.8705424256433
83.5,7.01429809586667,14.8826484894659
84,6.99974622690237,14.8682444872698
84.5,6.99563341575539,14.8868884481583
85,7.01039939495145,14.9221418711914
85.5,6.97224132719296,14.8363660031274
86,7.0716230979611,14.8735507406995
86.5,6.97335461376623,14.8697570241113
87,6.99643595166581,14.8591256183403
87.5,6.97983549493154,14.9015925096316
88,7.03559420081547,14.8352846498217
88.5,6.99764808400953,14.8885142766866
89,6.99212575855949,14.8734614538531
89.5,7.02399618475153,14.8635265533763
90,6.97940483369284,14.8726008508315
90.5,6.95414120306127,14.8971440105505
91,7.02941111136312,14.8626175307651
91.5,6.98793515625158,14.8946957446507
92,7.00458477754836,14.8643128388168
92.5,6.97943800559148,14.8500985648616
93,7.04267847100225,14.939967462334
93.5,7.00279077869843,14.8876806085191
94,6.97862109129643,14.9152936219495
94.5,7.0240443694058,14.8497745579258
95,6.96414655255163,14.9473462708337
95.5,7.03596890803454,14.8478495524871
96,6.96181470451221,14.8366555226848
96.5,6.94697102482813,14.900828642582
97,6.98485933662141,14.8899398982822
97.5,6.98597989893853,14.892654442116
98,7.02655870097356,14.8937454476268
98.5,7.00150866508423,14.9069047223376
99,7.00614647953315,14.9267065958453
99.5,7.03719354200894,14.8976007538514
100,7.01577749997618,14.9021062920219
100.5,7.01452256920146,14.8452150437283
101,6.98652987106749,14.8899192329285
101.5,6.95834410767895,14.9016614338778
102,7.0434483155345,14.8882083734346
102.5,6.98845567363514,14.8643046102488
103,6.99326126096425,14.8768157894443
103.5,7.07238732391985,14.8660168137255
104,6.97656715591751,14.8806464094054
104.5,7.04542334993818,14.9353498039999
105,7.02403603243587,14.910966105117
105.5,7.01991140273528,14.8712173276411
106,7.02216384668722,14.9358574021635
106.5,6.94669905754461,14.8741939203382
107,7.03055504329428,14.8304223250194
107.5,6.9739211856214,14.8752545934751
108,7.03956282672787,14.8792792511086
108.5,7.02487061419695,14.8606155000306
109,7.01415539034714,14.8542970904848
109.5,7.01695563233482,14.8816727080751
110,6.99646626848863,14.8867600764855
110.5,6.9623314833356,14.9174507298812
111,7.01588307052408,14.8262847809552
111.5,7.03684802825732,14.8793851805138
112,6.97780144503573,14.9270865704097
112.5,6.97368920780574,14.8861532088855
113,6.98826773022485,14.822753197786
113.5,7.02892450965828,14.8524938759044
114,6.98275373078943,14.874228621509
114.5,6.97230966582103,14.8689715877652
115,6.96507153498789,14.9085872673597
115.5,6.96213610921521,14.8751816293364
116,7.03212547109825,14.8309728062924
116.5,6.97733056210341,14.8614825723163
117,7.04612947333514,14.9298361656197
117.5,6.95499977459455,14.8760625486878
118,6.99502397789649,14.855218202809
118.5,7.05889657262193,14.8320618918309
119,7.06637550982201,14.8701000721554
119.5,7.02307371933232,14.8650598990365
120,7.02494910002723,14.8636931672876
120.5,6.99388356466709,14.8042871408883
121,6.99858848750965,14.9243465115696
121.5,6.95829884927594,14.8845445708963
122,6.95033125099527,14.9100153287518
122.5,6.98403664255567,14.8584984061283
123,6.9756501449369,14.8936441554595
123.5,7.00747626523834,14.9026240225356
124,7.00225263374992,14.8730149475487
124.5,6.94779472608747,14.9086883202419
125,6.97545527183647,14.9073778637176
125.5,6.93957764112218,14.8780845636512
126,7.05359367617277,14.8324265908902
126.5,6.97324828028482,14.8263611603647
127,6.97565043255325,14.8727870034814
127.5,7.00968052611004,14.8948496684089
128,6.95986758856938,14.77691317744
128.5,7.03756442959291,14.8706727757458
129,7.0584664488129,14.8742153076276
129.5,6.99764482552112,14.8532967573368
130,6.99403766091219,14.8422839771935
130.5,6.98579538827606,14.8637637712553
131,7.01919621213768,14.8594466960819
131.5,6.99619855350553,14.8782166780965
132,6.99240566606496,14.8691588298548
132.5,6.97775932415446,14.8329596903293
133,7.01838265435028,14.8141006998715
133.5,6.97361384981522,14.8725681494863
134,6.96257639732789,14.8815479887034
134.5,7.02550278847764,14.9312465587829
135,6.92578725998125,14.902859760728
135.5,6.98255251274205,14.909796428821
136,6.94554576093435,14.8624717338842
136.5,6.99763484539244,14.8575097522086
137,6.99024586998241,14.8618183307024
137.5,6.96776861647508,14.9084863401379
138,7.03643070621833,14.9183357674551
138.5,7.02047745880636,14.9060756027827
139,6.98071508130838,14.8590328382247
139.5,7.07299686604244,14.8861160458803
140,6.96229922975636,14.8722812567822
140.5,6.95523475014203,14.9209092042423
141,7.00836140052808,14.9135135920833
141.5,7.00687674560983,14.8950222585132
142,6.98169030905361,14.8490031446621
142.5,6.99705585604231,14.8987622852362
143,6.98796302897147,14.8923539757233
143.5,7.01767491585548,14.9118255320207
144,6.95253808635016,14.8687857925638
144.5,7.03974798175195,14.8444328153167
145,7.00321195460712,14.8839963964624
145.5,6.99620633065225,14.8489864986324
146,7.02634523652563,14.8990994525929
146.5,6.94917658280943,14.9089080602633
147,7.02668075619686,14.8487721218719
147.5,6.98345884371375,14.8813568541623
148,7.02949116959429,14.8795699641147
148.5,6.99250914923309,14.846703023114
149,6.95104871776591,14.9570288261692
149.5,6.96139710617818,14.8822045213956
150,7.04373462989845,14.9138592956195
150.5,6.98600754883578,14.8936835624328
151,7.05816845665749,14.876464457093
151.5,6.96032126823281,14.891523427413
152,6.9552426305532,14.8948962170576
152.5,6.98584405350234,14.8113849313525
153,7.01951003324612,14.9277222379483
153.5,6.99339538204435,14.8732009367341
154,6.99825704978541,14.8929530618283
154.5,6.99343694839909,14.8698775541763
155,6.94226833861853,14.897088406904
155.5,7.00480469312089,14.8608564255117
156,6.99549568183903,14.8963578039111
156.5,6.99073499437648,14.869452671421
157,7.01870354317882,14.8792521321806
157.5,7.03518182231075,14.8730496681744
158,7.04615813411797,14.9705311192459
158.5,6.9903509014557,14.8895197767715
159,7.03122956672354,14.8976778363312
159.5,7.02046905342116,14.9108911305849
160,6.95862597396993,14.8829636188123
160.5,6.99407467595879,14.8318159957372
161,6.99253648307349,14.8448392765321
161.5,7.04373954030469,14.9193294265964
162,7.00976233363634,14.826980353727
162.5,6.98344015774568,14.8889589702718
163,6.98566320869394,14.9059851731529
163.5,6.99360144925486,14.8803891762827
164,7.03013364306316,14.928491605378
164.5,6.99118370903165,14.8344378182945
165,6.9518315636794,14.8663495380979
165.5,7.0155300855687,14.8945253634084
166,7.0493617861319,14.8651201053097
166.5,6.9824405003727,14.8623777384164
167,7.0012469741431,14.9166346792588
167.5,6.98768960945985,14.9187902471785
168,6.97810825936887,14.866227565634
168.5,6.9949897226195,14.8714101001196
169,7.02829518171449,14.8286001344684
169.5,7.00637996288435,14.8601434975559
170,7.01523225223655,14.849656516984
170.5,7.04901576891867,14.8657196569039
171,6.99521478497393,14.9268888098423
171.5,7.03876739006214,14.8734565313646
172,6.99821742602817,14.8169351944774
172.5,7.00946810222584,14.8668080594272
173,6.93287020270458,14.8492289749441
173.5,6.98779284826741,14.8662120780703
174,6.96532972622371,14.9051492875192
174.5,7.03012103788995,14.8994738206528
175,7.02419382830162,14.8833408966804
175.5,7.00144586835697,14.8655639654551
176,7.03013333884835,14.8618584493082
176.5,6.97004415415358,14.8854254567162
177,7.00468854847375,14.8751356902889
177.5,6.9669953164248,14.8792708453994
178,6.97706304143509,14.8237988649922
178.5,6.98664030103498,14.9008399552388
179,7.03795839876064,14.849329451951
179.5,7.04933766452321,14.8658433242947
180,6.98249093471336,14.8990697248802
180.5,7.00706210278118,14.8683232484136
181,7.02697172913924,14.8740336871241
181.5,7.0261896844071,14.8892638812785
182,7.00911595816114,14.880358794784
182.5,7.04380414603354,14.8332275699834
183,7.00863916959763,14.919145426352
183.5,7.02344951049202,14.8552426628909
184,7.02462063979339,14.8584982859385
184.5,6.99924065611022,14.7943757084872
185,6.98051905121813,14.8766583769652
185.5,6.94499653491843,14.9011201765597
186,7.01247008940142,14.911975036292
186.5,7.01297216087551,14.8688904495821
187,6.991421586013,14.8458652762849
187.5,6.94176640439041,14.8398751762358
188,7.0193187465284,14.8385484040571
188.5,6.98403388887334,14.9364975960007
189,6.98025979250479,14.8903828176821
189.5,7.01827658345823,14.9185131555417
190,7.0197813484336,14.9235047411225
190.5,7.01195463607862,14.8887956321238
191,6.98345669470091,14.8928685388233
191.5,6.94785880101912,14.8907908128334
192,7.00973698077374,14.8786968738156
192.5,6.95985863153506,14.8725228721094
193,6.98605409641762,14.9189170718482
193.5,7.01039388925518,14.914311138766
194,6.97776420499981,14.8405116764707
194.5,7.00868140229547,14.9100360484996
195,7.02240926664811,14.9010658416707
195.5,6.98410838859612,14.8537313050064
196,6.98062490570718,14.8721934367752
196.5,7.01171283865197,14.9449629708128
197,6.96372230064903,14.8863752255643
197.5,7.02326840543775,14.843451483636
198,7.02773264412662,14.8313730630289
198.5,6.98240347499112,14.9296007683401
199,7.00694033139618,14.919035563773
199.5,6.98028768142862,14.8897127462104
200,6.99526766499148,14.8983002747283
200.5,7.00742940899515,14.8618569491834
201,6.99654293069726,14.8692568708193
201.5,6.97077993727669,14.9003506906541
202,6.96587229110605,14.915029256923
202.5,7.00893098602556,14.875557685827
203,6.99987303295236,14.8610524141551
203.5,7.01628999832763,14.8787845383282
204,6.98005450123045,14.9159738920466
204.5,6.98821642212362,14.8668779829374
205,7.04341940015195,14.8870209646669
205.5,6.95872129838215,14.86480330121
206,6.97971340274747,14.8908716906689
206.5,6.98182571751369,14.8933444243964
207,6.99341108272355,14.832159629034
207.5,7.00020827783486,14.9270732619124
208,7.01202382696755,14.8627603152626
208.5,6.98000105272654,14.9040847707042
209,6.9907898216743,14.8665444105972
209.5,6.9889943363224,14.9047513627491
210,6.97822427225956,14.8778941505282
210.5,6.98677324500353,14.8901145523668
211,7.02493886631911,14.8641509854907
211.5,7.02479690406805,14.864266230503
212,7.00477569467489,14.8905506004627
212.5,7.07086213886776,14.8430226813595
213,7.0203808004402,14.8972666350271
213.5,6.96406348909442,14.8151783258561
214,7.01411581096093,14.8891500286964
214.5,7.00818235238653,14.9096825605535
215,6.99844665992874,14.8869355946189
215.5,6.98070120381116,14.8540672552826
216,6.96676504376818,14.8872974027193
216.5,7.01631064465795,14.8589670016682
217,7.05845958127416,14.8819186180906
217.5,7.03092629234614,14.9313425588911
218,7.0080015299217,14.8302921521629
218.5,6.9671686384362,14.9096975189978
219,6.98664738661082,14.9156283991105
219.5,7.03964405235625,14.8972435604576
220,7.04720573466581,14.8872477914471
220.5,7.02310964332084,14.8761581168473
221,7.00600152348834,14.8533264979165
221.5,7.00818163528516,14.8672932866733
222,6.99079626958718,14.8409349125072
222.5,7.01542988104514,14.9020790306977
223,7.06444729925262,14.9145011235933
223.5,6.99410989649228,14.8683104713957
224,6.98570701529305,14.8724831441732
224.5,7.04088567498783,14.8512465383657
225,7.02105684549104,14.9186197066103
225.5,6.97354824742402,14.8603371701045
226,7.05540076090879,14.8883530986138
226.5,7.02831126495391,14.9065683889082
227,6.99560940819613,14.8932403502869
227.5,6.95208500533953,14.9113849694565
228,6.97858705710274,14.8862454427084
228.5,6.96699315514556,14.8682212478258
229,7.02425615790866,14.8912425151065
229.5,6.96880679676298,14.9174049906384
230,6.99458833599739,14.8741770830872
230.5,7.02075410190541,14.9232735988651
231,6.97876289444215,14.8990529492859
231.5,7.02636513475609,14.8736290728329
232,6.96747461680132,14.8912007035287
232.5,7.02646624971346,14.8809598880889
233,7.01611877172544,14.8868637330205
233.5,6.96832398584862,14.8664290083912
234,7.04753020601905,14.925796157453
234.5,7.00968572071541,14.8869232697267
235,6.97754800328742,14.8854455140851
235.5,7.0169833614167,14.8567698984263
236,7.01268347315071,14.8625587672807
236.5,7.04168124456953,14.8031684126123
237,7.03262145597443,14.8818362273075
237.5,6.98053961411505,14.8880375448967
238,6.97805639441925,14.8381622164239
238.5,7.08719756615583,14.873923012043
239,7.0326186681505,14.9371354256444
239.5,6.98280156669959,14.912584611267
240,6.90352551229691,14.9196490688358
240.5,6.97187793346432,14.9285907118713
241,6.96028801563566,14.9111969525738
241.5,6.99765299907776,14.8558643998941
242,7.01615514474056,14.8401582041692
242.5,7.00748035400685,14.838891768003
243,6.96211552903789,14.8839113290213
243.5,6.98709370616042,14.8939934252745
244,7.05775242736702,14.8707016558904
244.5,7.02703180954644,14.8694547763005
245,6.96244376238713,14.8709452579616
245.5,7.0163771826102,14.8231186272411
246,6.98908398566635,14.8249603283012
246.5,7.04884515095819,14.9139878917986
247,7.00485462035568,14.917050581593
247.5,7.03357867116473,14.8597315060124
248,6.95172856593751,14.8821651147038
248.5,7.02852286949721,14.9011338999908
249,6.98316419505526,14.8712311209707
249.5,7.02770788094684,14.9237924045097
250,6.97658087523289,14.8436885373896
250.5,7.03358042794533,14.9162249830732
251,6.95834206430666,14.8466390993095
251.5,7.03554787103194,14.8831204062639
252,6.99894199014109,14.8576405931989
252.5,6.9984517733425,14.8209534777625
253,7.03182325795337,14.8625766995192
253.5,6.99021582090246,14.8815670135709
254,6.99606850168892,14.8631670607333
254.5,7.02001920426866,14.8705433490884
255,6.97638665161122,14.8383838705886
255.5,7.00485671137885,14.8161574868169
256,6.9479617909029,14.8687328446391
256.5,6.97955610404986,14.8724853429076
257,7.02915759520064,14.874979941881
257.5,6.98137438195403,14.8532736060095
258,7.02826694742755,14.8833051089665
258.5,6.99298190894802,14.8209289789754
259,6.99471537160053,14.9289080349134
259.5,6.98217812469516,14.9156178883205
260,7.01342272196693,14.8607947137641
260.5,6.97385756859114,14.8728963518873
261,7.00748087436538,14.8876362567894
261.5,7.00997331830306,14.9679467675147
262,6.96550336433692,14.8653711045523
262.5,6.97847582809515,14.8539018488347
263,6.98366140990516,14.9060943148343
263.5,6.9821076109235,14.8684293803695
264,7.03073509895204,14.9404573572357
264.5,6.97966556766421,14.8924624556263
265,7.03015453109968,14.8394914726637
265.5,7.01260075300112,14.87969461177
266,6.99947005750235,14.945178687801
266.5,7.01486355224822,14.8515469671098
267,7.00068402014189,14.8845385672457
267.5,7.00196447272265,14.8630558149523
268,7.0280475743986,14.8574950420226
268.5,7.00515817122961,14.8858308300525
269,6.99723187952218,14.8598594320025
269.5,7.04064732497514,14.8576523547518
270,6.96054721571311,14.9023648052108
270.5,7.02194363694731,14.8440238198027
271,7.04950669617269,14.8547040837009
271.5,6.99772502167539,14.8988061579684
272,6.9821030260053,14.88496578862
272.5,6.97492152374071,14.9111286925881
273,6.98092990244789,14.9311473142083
273.5,7.018797334232,14.8631904303921
274,7.01437147945706,14.8627250425626
274.5,6.99291305647403,14.9040631043192
275,7.03941892482765,14.8929323262554
275.5,7.05810932111899,14.884372895139
276,6.99250381564212,14.9096558183688
276.5,6.96830615302556,14.8876817908846
277,6.9668680251992,14.8955569911506
277.5,6.93454701232167,14.8678026406072
278,7.00717647988962,14.8772088081306
278.5,6.99902721438456,14.903746979566
279,7.00257493317402,14.8360556568152
279.5,7.01275774383836,14.9220164968311
280,7.03349983500758,14.8694929331702
280.5,6.97622830868286,14.8590706653006
281,7.01677407863639,14.8951615044833
281.5,7.00593431202758,14.8990592347185
282,7.02781229839667,14.9162960261428
282.5,7.04030707431305,14.8481644641535
283,7.02025158689455,14.8786829575774
283.5,7.02466705755269,14.8340655510547
284,6.99137206597486,14.9082770323074
284.5,7.04529535842882,14.9464404115547
285,7.01673766893221,14.91933279125
285.5,7.00324286420854,14.8730717221802
286,6.97261249318958,14.9291999876747
286.5,7.01750933061156,14.8772339627961
287,6.98852548406582,14.8748748919437
287.5,7.00225724547651,14.9489776932905
288,7.0187609014205,14.8540129137473
288.5,7.00386638149573,14.8482803776409
289,6.97204196172595,14.9468726826362
289.5,6.94518390632333,14.8880079478574
290,6.9669956952918,14.8921928800913
290.5,6.98712666412128,14.8262589126189
291,7.00970200876828,14.8716454840405
291.5,7.01282175361179,14.854040068077
292,7.00983548225746,14.903186868173
292.5,6.99714784890007,14.8877608841336
293,6.99477897856869,14.8445403943226
293.5,7.02791906845712,14.8814541075336
294,7.05956373776881,14.8969217264882
294.5,6.95241141439203,14.8952073783136
295,7.00496622519884,14.8812955555821
295.5,6.9426130268075,14.9627978687113
296,6.99365291340264,14.9108395994579
296.5,7.00646425800431,14.8904108498954
297,6.96251896544383,14.9169943374334
297.5,6.99497186710118,14.8845590068463
298,6.98901673378293,14.8523962668291
298.5,6.9794203138749,14.856123746498
299,7.00206551705479,14.9091322721898
299.5,6.96710945544395,14.8693477419308
300,7.02941878788136,14.9247891291391
300.5,6.98061522260588,14.8912731429691
301,7.02169796153816,14.9097260639603
301.5,7.03003088288453,14.8646749674323
302,7.03780049933985,14.9156470478038
302.5,6.94391604625833,14.8948275896375
303,6.98925122742693,14.8658954165998
303.5,7.01394414157897,14.9158082326824
304,6.9588544095122,14.888383599028
304.5,7.00481518077568,14.875091893151
305,7.00669803892694,14.8302436984728
305.5,6.99123601016509,14.8636063245578
306,7.02595996287005,14.8632709806374
306.5,6.98226419957494,14.8672639271552
307,7.0303072036451,14.8748655382618
307.5,7.00817051401502,14.8378323541187
308,6.98360361689391,14.8996799334883
308.5,7.00107128095012,14.880644251199
309,7.06789058227768,14.8860822689575
309.5,7.01019884839769,14.8934614864292
310,6.96430131641257,14.8710625251239
310.5,7.04264700308468,14.9317008164502
311,7.00275809858838,14.8610350297332
311.5,6.96720593338255,14.8642941404344
312,6.97572442137222,14.865289990254
312.5,6.96567172261252,14.8761087178817
313,7.02251272958647,14.8737099648313
313.5,7.00163382288878,14.9272573593857
314,6.96723055542955,14.8549032696995
314.5,7.00497412557499,14.8862569907551
315,6.98517505865176,14.8390226931934
315.5,7.02221912268209,14.8779982961261
316,7.01739778257273,14.8806197803336
316.5,6.97669690452073,14.8949117169816
317,6.96500935944791,14.9216379378721
317.5,7.03367930765451,14.8593387575904
318,6.97507304341109,14.8487742893193
318.5,6.94981985508279,14.8433332031369
319,6.98384496644171,14.834824957787
319.5,6.97001258460496,14.8673701399388
320,7.00238402539383,14.9198896701953
320.5,7.02546820078253,14.8999426400235
321,6.99043088563392,14.8659748113455
321.5,7.02151440915228,14.8922473236549
322,7.02286281261189,14.8665297621714
322.5,6.97140348691503,14.9059088557769
323,6.9855872271359,14.8978880769341
323.5,6.97767000162495,14.8389755229908
324,6.98519208171834,14.8380170788115
324.5,6.99473977426989,14.941384957794
325,7.03987880017722,14.8347232406082
325.5,7.04128710764815,14.9347390992829
326,6.97247247898956,14.8473339836733
326.5,7.03086934150983,14.9097168147418
327,6.97249886340946,14.8881944900574
327.5,7.01164135098082,14.8677409165003
328,6.97435272890456,14.8614619810227
328.5,6.9921005454969,14.8520816811301
329,7.00543813905704,14.8955389702382
329.5,7.02588486727628,14.9203861521483
330,7.06528472338423,14.8397966500411
330.5,6.98572767083768,14.8925388974432
331,7.02587053116435,14.9158125917478
331.5,6.98303786265096,14.8729748431458
332,6.99116514125473,14.8684653608769
332.5,6.99466295730742,14.9090717439533
333,7.02707324820011,14.8408311429346
333.5,7.0515446516657,14.8945120470231
334,7.01694527282381,14.8306036002
334.5,7.0415039423161,14.9037364727433
335,6.9843433621169,14.9241231626905
335.5,7.00975307085559,14.8550989901641
336,7.0030400991721,14.9073521991112
336.5,6.98243862030894,14.8626324070241
337,6.98671371683637,14.9006795552677
337.5,6.99137187801026,14.8608199453087
338,7.01380909148146,14.875536238189
338.5,7.01428843719887,14.8630929958446
339,6.96967577328027,14.8536371819487
339.5,6.99415812742288,14.8902655947028
340,6.96715026858086,14.9042789004542
340.5,7.01220301589311,14.8739166233834
341,7.04230300835252,14.8565515205519
341.5,7.02417395725983,14.8494429078638
342,7.03807061200227,14.8744804183908
342.5,7.01018354871921,14.8766588035358
343,6.99650739339917,14.9241307218735
343.5,6.9619498879512,14.8517058242806
344,6.99741503759399,14.8209556500315
344.5,6.98840099254064,14.8550518819858
345,7.00109958400044,14.8638497450304
345.5,6.9629260601052,14.8835284139376
346,6.98081909176796,14.9192781958427
346.5,7.02965324682011,14.8938542155017
347,7.03879696956365,14.9136698916892
347.5,6.99363200535479,14.9438256631442
348,7.02516808784187,14.9181690281569
348.5,6.99196921810694,14.8876860402721
349,6.9546284452621,14.8767419331707
349.5,7.0299236291928,14.8988421149589
350,6.99621425922244,14.8611123520636
350.5,6.96738455682349,14.9111117305688
351,7.04353373726983,14.8933718002277
351.5,6.94655699056501,14.8865616398567
352,7.06049212376316,14.9069632137581
352.5,7.01331723851774,14.8864467147619
353,7.09242081841378,14.8748130080267
353.5,6.9560718661324,14.8546193953049
354,7.00604813655389,14.8454418886255
354.5,6.97745782883941,14.8905827967958
355,6.98955316064129,14.848892314262
355.5,7.01422145186314,14.8951179422643
356,7.00009022408982,14.8706072779604
356.5,7.01624690027382,14.8937689362112
357,6.96990287515621,14.8779615220067
357.5,6.97076075481005,14.8418754696765
358,6.98051360569626,14.8844330287635
358.5,6.99373557493476,14.8691728777974
359,6.93834021164095,14.8915280097063
359.5,7.03796934363057,14.8927510572167
360,6.94538992965458,14.866395922967
360.5,6.98674086182302,14.8944690547016
361,7.03415483971299,14.8847896678535
361.5,7.0099178879565,14.8818225793649
362,7.05354006865051,14.8751441898013
362.5,6.97072536750004,14.9141726510865
363,6.96874862459026,14.8968185292073
363.5,6.99304447222648,14.7806085101493
364,6.95838648320292,14.902920233521
364.5,7.06228756900876,14.881205066335
365,6.97990338567733,14.9022711922869
365.5,7.00275495302424,14.8748439488522
366,6.97737519988652,14.8009426883937
366.5,6.97332099444098,14.9267917565616
367,7.01272967521867,14.835779264364
367.5,7.00924648944333,14.8676436569462
368,7.05849989733648,14.8575153964162
368.5,7.02817200643744,14.8835914419104
369,6.95765558357571,14.9029683550564
