Time,cLE,cRE_measured
8073.5,29.7783691557436,54.9772826606316
8074,29.729238656651,54.993042136867
8074.5,29.7845076064407,54.9517493892172
8075,29.7245940696377,54.9429948902377
8075.5,29.7538200835054,54.9168600088412
8076,29.7304780876901,54.9915949814481
8076.5,29.7079827316264,54.9450934942355
8077,29.7023260525043,54.9864923106371
8077.5,29.7644523378803,54.9132702369206
8078,29.745478406621,54.9640709371498
8078.5,29.7601054594191,54.916009515035
8079,29.7039103868411,54.8973250251015
8079.5,29.7779851529134,54.9118863103837
8080,29.7296663730788,54.885238280484
8080.5,29.755806353257,54.9555829634713
8081,29.7612674655611,54.9295399917825
8081.5,29.7013362513981,54.9124540422992
8082,29.7156047586133,54.9568985877285
8082.5,29.7241780858891,54.9554525871124
8083,29.729223714895,54.9857280565622
8083.5,29.7337044677186,54.9825647233257
8084,29.7112557680551,54.9424829614708
8084.5,29.7233023618651,54.9818613841125
8085,29.7106488966986,54.9763532298398
8085.5,29.726803115157,54.943885975883
8086,29.7598500084424,54.9183156904197
8086.5,29.7570306300821,54.9553558924492
8087,29.7383253074357,54.8827862457691
8087.5,29.7443318811447,54.9382681282529
8088,29.7385414437751,54.9636464806702
8088.5,29.7477998520868,54.9309255690973
8089,29.7529499073287,54.9570787489473
8089.5,29.7244461435143,54.9241027235986
8090,29.770456728575,54.9615852323576
8090.5,29.7406953145013,54.9245296771349
8091,29.7691962880742,54.9484538027202
8091.5,29.7646829215741,54.9570759646854
8092,29.7615867179954,54.9611640820636
8092.5,29.7416068453452,54.9115553485651
8093,29.7090632696412,54.9316582824032
8093.5,29.7040044585433,54.9605895312779
8094,29.7520694817582,54.9572158687384
8094.5,29.7669004156998,54.9389515868721
8095,29.7884356003054,54.9648322584841
8095.5,29.8176763785481,54.9611251325326
8096,29.7199559147207,54.9281562942383
8096.5,29.7994498261039,54.9614946625982
8097,29.7257645417242,54.9332408519371
8097.5,29.7362705686776,54.9550806429134
8098,29.7322658225716,54.9220312821609
8098.5,29.7663716522749,54.9049962452609
8099,29.7626272534437,54.9404773968523
8099.5,29.7648677356276,54.8999977634054
8100,29.7266094168115,54.9348529078375
8100.5,29.7127019845444,54.564985338383
8101,29.7822728773821,54.2230730023447
8101.5,29.7701896532977,53.9376643697401
8102,29.7303968895136,53.6979203583001
8102.5,29.73558661646,53.4838415884582
8103,29.8084181078999,53.2097590286179
8103.5,29.7957998694347,53.0132714170159
8104,29.7050723229567,52.7648576811614
8104.5,29.8003064174194,52.5886376734586
8105,29.7301005080049,52.4553625058265
8105.5,29.7142772843282,52.1681557945977
8106,29.757018551371,52.0768316234051
8106.5,29.7745968739135,51.9347148043067
8107,29.8178858840622,51.8261937893446
8107.5,29.7012815640723,51.6908468632448
8108,29.6812676538778,51.5294073519515
8108.5,29.7067113599949,51.4427385657884
8109,29.7708812197715,51.3556294831368
8109.5,29.7544475229878,51.2436046858226
8110,29.8337469358344,51.1164257468598
8110.5,29.7353683929903,51.0608659243609
8111,29.7324005783811,50.984199204583
8111.5,29.7201640960101,50.9034100681495
8112,29.7332068512854,50.8352663238248
8112.5,29.7707959608924,50.8721605573514
8113,29.7725983619182,50.6620290128923
8113.5,29.7611644800412,50.7106788502285
8114,29.7372507935506,50.6013713366799
8114.5,29.7291657989961,50.6215760079321
8115,29.7306271498523,50.5428131410794
8115.5,29.7495966791332,50.5211574515929
8116,29.7146934667807,50.4879847528487
8116.5,29.7491805846204,50.4534357074559
8117,29.7683851681584,50.4004810933079
8117.5,29.7804592145361,50.3557405870945
8118,29.7579399203085,50.3531339854515
8118.5,29.7565411930193,50.2451184775646
8119,29.7381509563788,50.2637650602294
8119.5,29.7748811899471,50.224898126901
8120,29.741327440481,50.2234456699057
8120.5,29.7388146621668,50.2285632120905
8121,29.736756194906,50.2461941298462
8121.5,29.8218575156815,50.2120995260006
8122,29.7896406164026,50.182527415918
8122.5,29.7519754185511,50.1303294679139
8123,29.728332888772,50.1140311786137
8123.5,29.7323714543018,50.084581091638
8124,29.7373366036416,50.0971392412755
8124.5,29.7407573348759,50.0942126960078
8125,29.7818795216564,50.1043667503493
8125.5,29.7132446018366,50.1275355196608
8126,29.7414013780675,50.0599250134982
8126.5,29.755796984666,50.0471135005633
8127,29.7821198723851,50.0439195763083
8127.5,29.6991850402321,50.0387082883048
8128,29.7578957335293,50.0783980665718
8128.5,29.6980213065119,50.0345238987759
8129,29.7607711247807,50.0249958982203
8129.5,29.8439704647384,50.0410355141623
8130,29.8171975115259,49.9678493774022
8130.5,29.7560403390878,49.9671228621004
8131,29.8063696353704,49.962447019826
8131.5,29.7861168833894,49.9333517644146
8132,29.7916733209051,49.9857439341266
8132.5,29.7495565594364,49.9969192594083
8133,29.7278525131814,49.9939575170788
8133.5,29.7510919565723,50.0063823709436
8134,29.7465425176267,50.010235932628
8134.5,29.7184431790448,49.960780867359
8135,29.764141183175,49.9842536692724
8135.5,29.6919010776281,49.9547561080401
8136,29.8026684162541,49.9820178582144
8136.5,29.7491591282139,49.9253017423089
8137,29.6987081884863,49.9683903090709
8137.5,29.7744377972697,49.9578042943113
8138,29.7869337194935,49.9761289566781
8138.5,29.7439207161476,49.9482724062489
8139,29.7833097596323,50.0212252408151
8139.5,29.7331396851847,49.9258938793649
8140,29.811412350804,49.9616702394901
8140.5,29.7186274539099,49.9147291906954
8141,29.7951411957571,49.9400500996389
8141.5,29.7328970019929,49.9950966353451
8142,29.7596997310556,49.9728597274561
8142.5,29.6818519620515,49.9489323672838
8143,29.7653317358107,49.9504538375808
8143.5,29.8021639610557,49.9818733074149
8144,29.7605588668428,49.9468817233394
8144.5,29.7683027933719,49.9514965972099
8145,29.7363482429709,49.9709871716568
8145.5,29.7574044233184,50.0088546397608
8146,29.7397834678835,49.9929647944549
8146.5,29.7406580729511,49.9161463156387
8147,29.7272075148012,49.9281272247433
8147.5,29.7622888252938,49.9589139272327
8148,29.7286956051477,49.9845973773215
8148.5,29.798443137868,49.9826901584435
8149,29.7117073963289,49.917395596027
8149.5,29.7407503427929,49.906345461419
8150,29.7362145391486,49.9828089655072
8150.5,29.7223614910544,49.9177067291687
8151,29.7640194387734,49.9437846758228
8151.5,29.7659618062218,49.9426426916359
8152,29.7573239114192,49.8947550854288
8152.5,29.7740327324728,49.9294783577928
8153,29.7656616327549,49.9258421308007
8153.5,29.7465034832908,49.9539817706609
8154,29.7791225752715,49.9118286147909
8154.5,29.6569135999119,49.9293327831945
8155,29.7893705103524,49.9046942096334
8155.5,29.7247030529732,49.9391581612313
8156,29.7591919246928,49.9607217365107
8156.5,29.6866890309579,49.8864094659081
8157,29.768666438959,49.9560346384962
8157.5,29.8151365969167,49.9462345428443
8158,29.7673987875576,49.9629521135162
8158.5,29.7721847080808,49.9221641215948
8159,29.7126743740507,49.9418939995061
8159.5,29.7137194327877,49.9043421274102
8160,29.7803434376024,49.9277734547558
8160.5,29.6669916785495,49.8925548479827
8161,29.6882940079034,49.93980479351
8161.5,29.7231156097982,49.9222008469222
8162,29.7570462006699,49.9505998159596
8162.5,29.7480907040451,49.9478887825419
8163,29.7902774281995,49.9525304245304
8163.5,29.7666758449947,49.9487209164232
8164,29.6787152238212,49.8714344532346
8164.5,29.7485527755579,49.9195580618767
8165,29.7761194496369,49.9620775826283
8165.5,29.7642680336288,49.9517942449063
8166,29.7345735122401,49.9716801144638
8166.5,29.7605165096879,49.9956545845839
8167,29.7686655188815,49.9429279946613
8167.5,29.7572818251848,49.9197557455286
8168,29.7190561729766,49.9510218232786
8168.5,29.7391727919592,50.0524804140672
8169,29.8015553440313,49.9209065368298
8169.5,29.7045952035745,49.9150494809889
8170,29.7675655129482,49.9524858691226
8170.5,29.7699618057335,49.9196952343665
8171,29.787549283509,49.9786111404924
8171.5,29.6903521092905,49.9964378485587
8172,29.7576836234782,49.8988593704286
8172.5,29.785894462188,49.9305417881059
8173,29.7674114678624,49.9704420376382
8173.5,29.7215053860997,49.96302061989
8174,29.7116393084217,49.968665300827
8174.5,29.7433015954674,50.0016879134141
8175,29.7097510841951,49.8758749272186
8175.5,29.8186687441231,49.9503534163068
8176,29.7428930168165,49.9037463094567
8176.5,29.7448202435608,49.9712520492012
8177,29.8043617731223,49.9723103111867
8177.5,29.7813837453852,49.9364573310608
8178,29.7355119641232,49.934906848947
8178.5,29.7393751982811,49.9497463498172
8179,29.7386690269029,49.954711548685
8179.5,29.7695341878306,49.9753554115218
8180,29.7760280287319,49.9463846279624
8180.5,29.7431003864291,49.9774505679308
8181,29.8191007749674,49.971730643969
8181.5,29.723523211496,49.9194555648363
8182,29.7102140067465,49.9553238582913
8182.5,29.7479412325874,49.9266672717526
8183,29.7723800447707,49.9593536450525
8183.5,29.7187901353877,49.9508079185545
8184,29.7144831679591,49.9393565850367
8184.5,29.7520165748303,49.9171975762592
8185,29.7110482653933,49.9467763594762
8185.5,29.7935141274698,49.9473845265342
8186,29.7794044643058,49.9428029668903
8186.5,29.7442340726517,49.9712510776216
8187,29.7403710318691,49.9279479266897
8187.5,29.7780645202976,49.9012103302147
8188,29.7516714623706,49.968261921982
8188.5,29.7346562843596,49.9463838103983
8189,29.7535945576433,50.0169146303043
8189.5,29.7301973937845,49.9914052394475
8190,29.752972995047,49.8992048584504
8190.5,29.7480915470769,49.9323448626558
8191,29.7525212405269,49.8962359700516
8191.5,29.7854275650287,49.9632270193914
8192,29.6959491249528,49.9334292532761
8192.5,29.7698862042107,49.9214757479163
8193,29.7478280602695,49.9752911175289
8193.5,29.7443493375507,49.9269625324235
8194,29.7307441733942,49.9033995519585
8194.5,29.7516346931419,49.9341131323051
8195,29.7693625013083,49.9554304948265
8195.5,29.7431885747325,49.9618745273128
8196,29.7167339620087,49.9083689299619
8196.5,29.7421455463887,49.9137444222237
8197,29.7591937499819,49.9405907988987
8197.5,29.7711848950441,49.960992720635
8198,29.7594773491408,49.9327813858486
8198.5,29.7531567594045,49.9119231043068
8199,29.7484662699816,49.9456967660674
8199.5,29.7708344286636,49.9666790471575
8200,29.7922819135171,49.9487745965114
8200.5,29.7116909911875,49.9114693103303
8201,29.7241011153643,49.9914970478514
8201.5,29.7326456324106,49.9269370606863
8202,29.7446103617383,49.9692412752006
8202.5,29.769929004652,49.9411465838635
8203,29.7330516181838,49.9053968990435
8203.5,29.7420020899874,49.965370480141
8204,29.815179305818,49.9654155399752
8204.5,29.7583204771137,49.9120468436632
8205,29.7558667523715,49.9183369039689
8205.5,29.7480043798945,49.9763356947249
8206,29.6915999256713,49.9569339594968
8206.5,29.7520725965485,49.9593441777871
8207,29.7182628493568,49.8847661739132
8207.5,29.7465880828067,49.9665052363364
8208,29.766881202026,49.9402379634215
8208.5,29.742762793042,49.9376993290421
8209,29.7849870451733,49.9622088821805
8209.5,29.773883770417,49.9212268439677
8210,29.7542967264937,49.9564670445858
8210.5,29.7422268779673,49.939349518236
8211,29.7975762784993,50.006444851233
8211.5,29.7612848193521,49.9262198202821
8212,29.7376490900562,49.9154649080669
8212.5,29.7079116478966,49.9263381752208
8213,29.7760599343499,49.9164305770878
8213.5,29.6841646307544,49.9074017715349
8214,29.7560772339175,49.9560966920478
8214.5,29.7284574216333,49.9640601178119
8215,29.7088872780345,49.9996131244444
8215.5,29.7770965127194,49.9372541292618
8216,29.7431427166559,49.9266873052146
8216.5,29.7527803613046,49.92351349681
8217,29.7542721859873,49.9660773215546
8217.5,29.7440017013924,50.0085925350589
8218,29.7044046230826,49.9674200355195
8218.5,29.7418147130495,49.9058149042665
8219,29.7891663050763,49.8928343964241
8219.5,29.7364403057563,49.9499363178021
8220,29.7846075966188,49.9670886267115
8220.5,29.7410575049478,49.9239136361091
8221,29.709741369724,49.9393935879817
8221.5,29.7504566743593,49.9276407592515
8222,29.7502277705064,49.9679578188968
8222.5,29.7664662188249,49.9172370013405
8223,29.7618784367524,49.9348401003134
8223.5,29.7671974991236,49.9634019569918
8224,29.7219507598217,49.9496770588377
8224.5,29.7801763038529,49.9364944310652
8225,29.6971328177789,49.9056140889963
8225.5,29.811296907941,49.9108622704359
8226,29.7863459942656,49.9784645075862
8226.5,29.7456999111564,49.8875933990366
8227,29.7789036456342,49.9777332564881
8227.5,29.7676265806505,49.9357092966969
8228,29.7610359431629,49.9235927720356
8228.5,29.7340619156589,49.9654981898826
8229,29.7510370596644,49.9052909929443
8229.5,29.7996475636894,49.9296224738539
8230,29.7549837664122,49.9663245670957
8230.5,29.7467319620303,49.8888073729844
8231,29.7212796228814,49.9557295095418
8231.5,29.7555929967173,49.9550226144677
8232,29.785339838063,49.9405444166548
8232.5,29.721764565815,49.9672373562104
8233,29.7311706495586,49.8944226864921
8233.5,29.7194388317083,49.9489764046973
8234,29.7494593984096,49.9504606495196
8234.5,29.7488190545116,49.9413896991356
8235,29.7608231084054,49.9507870135564
8235.5,29.7320020669419,49.9783755368304
8236,29.7268630786631,49.9388921865834
8236.5,29.717530973779,49.891240206984
8237,29.7493669282184,49.9655413003852
8237.5,29.7787005193586,49.9195584541712
8238,29.7251272851577,49.964154767252
8238.5,29.8214027215485,49.9139173914799
8239,29.7572418735922,49.9483257218486
8239.5,29.7854915157552,49.9194216682103
8240,29.7766665643247,49.9531669811217
8240.5,29.7464481486704,49.9303889404357
8241,29.7440342746807,49.956911880209
8241.5,29.7729467576127,49.8806576606463
8242,29.7495815673435,49.9952786019747
8242.5,29.7239387159758,49.9070976540048
8243,29.7793903482633,49.9795909119528
8243.5,29.748390410663,49.9422324960351
8244,29.7932314023762,49.9424013556102
8244.5,29.6753955771282,49.9655576572269
8245,29.761352072094,49.9767380908946
8245.5,29.7205204713813,49.9323878331152
8246,29.7044867744551,49.9783278263866
8246.5,29.8142515424776,49.9122933065983
8247,29.7343207201534,49.9060753263665
8247.5,29.7633846609937,49.9964502882678
8248,29.7429750086577,49.9597995176968
8248.5,29.7617371491508,49.9205133500891
8249,29.7697290594286,49.9622533197406
8249.5,29.7452907928777,49.953734381036
8250,29.7350477831353,49.9509070158499
8250.5,29.7056094105144,49.9217512827793
8251,29.6982458230134,49.9683234484956
8251.5,29.7850720975473,49.9700091465338
8252,29.7816474997565,49.949264318655
8252.5,29.83456745234,49.9658218604993
8253,29.7132494489965,49.9071580913591
8253.5,29.6844449337837,49.9289613555536
8254,29.7891422800859,50.013773522933
8254.5,29.7648242161084,49.9240638715115
8255,29.7214804396957,49.940334195669
8255.5,29.7676185839379,49.9032821238644
8256,29.7974836450574,49.8843118212679
8256.5,29.7589367271489,49.9162443602582
8257,29.7235524853122,49.9098468333633
8257.5,29.7534266369508,49.9492011633912
8258,29.7629753934881,50.000322630318
8258.5,29.7189789517339,49.8979064607589
8259,29.7167522442317,50.0238890458756
8259.5,29.7482254679727,49.9882831483461
8260,29.7640405669152,49.9708289083057
8260.5,29.7357130822001,50.0058321583276
8261,29.800574528191,49.9384823660905
8261.5,29.7482938784557,49.9147156353829
8262,29.6864439186684,49.9431658174655
8262.5,29.7207083027194,49.9138830993201
8263,29.7630529236069,49.9399832378789
8263.5,29.7514916607473,49.9630009192588
8264,29.7411671244891,49.949825441916
8264.5,29.7524618638439,49.9328875923766
8265,29.7023620874614,49.8962721630983
8265.5,29.8161025196607,49.9067112314205
8266,29.7593494414467,49.9200716537945
8266.5,29.737183771142,49.9336822210357
8267,29.7897600021446,49.9488342731198
8267.5,29.8341034412059,49.9609073419358
8268,29.7479620800484,49.9185815882565
8268.5,29.7014963881383,49.9500898741825
8269,29.7879062659161,49.9662673782983
8269.5,29.8036497932861,49.947839388231
8270,29.7359344419908,49.9109649120785
8270.5,29.765404620704,49.9061521248075
8271,29.7478110059681,49.9611680037485
8271.5,29.7935697434645,49.9317999511055
8272,29.7578219077709,49.9347191091353
8272.5,29.7735247348013,49.9169114256718
8273,29.7582134969657,49.9730976126695
8273.5,29.7539474759485,49.947232229201
8274,29.7588892488603,49.9475293733535
8274.5,29.7974194434434,49.9319983906293
8275,29.7738849750865,49.8960061873196
8275.5,29.7527598544987,49.9507284085673
8276,29.7932004075556,49.939572902998
8276.5,29.7365755388058,49.9248420694202
8277,29.7681614398289,49.9182663202237
8277.5,29.7000589912664,49.9037315963894
8278,29.7648532223398,49.9307476759709
8278.5,29.7276066946582,49.919532051581
8279,29.740949657553,49.9106048548154
8279.5,29.7635151920502,49.9110375417773
8280,29.8092628276753,49.9529985526783
8280.5,29.7449760951586,49.9603368046981
8281,29.7864290281342,49.9170378441336
8281.5,29.7242072752129,49.9783639573035
8282,29.7696852676407,49.9457200866773
8282.5,29.636187923699,49.9382534854546
8283,29.7591880646372,49.9591953531599
8283.5,29.7296995174316,50.0102218709294
8284,29.7027974766092,49.9075094398174
8284.5,29.7733453706091,49.9688071890719
8285,29.7488073079557,49.9424509490227
8285.5,29.696508746073,49.9818526618265
8286,29.7319092882668,49.9751363598708
8286.5,29.715945534486,49.9191286767478
8287,29.7675822815934,49.9592113057426
8287.5,29.6987541486721,49.9727757636005
8288,29.7385956530015,49.8941014397396
8288.5,29.74198483408,49.9360465096812
8289,29.7625987635107,49.9493569364938
8289.5,29.7241113233457,49.9570924698335
8290,29.7539336394422,49.9899098983868
8290.5,29.7749794734263,49.8920510405096
8291,29.6969814771651,49.932355712221
8291.5,29.7247595993392,49.927025086228
8292,29.7248510244578,49.905430878533
8292.5,29.774981507726,49.9655071253801
8293,29.6966409259488,49.9455469333785
8293.5,29.7809607135318,49.9799522620589
8294,29.6495680292085,49.9542747133997
8294.5,29.7282310744839,49.9550252601431
8295,29.7274123750103,49.9522392699627
8295.5,29.7711274719228,49.9773363656303
8296,29.7448893450612,49.8916194446622
8296.5,29.7736628309812,49.9222784759709
8297,29.7410587534263,49.9535841708356
8297.5,29.7074879624963,49.9349661269455
8298,29.7350678158118,49.9428642038683
8298.5,29.7312550107735,49.9268153267748
8299,29.7592084546004,49.9493109017609
8299.5,29.7758554419569,49.9433639328293
8300,29.7198315745256,49.9968814039432
8300.5,29.7802621703119,49.9506517678799
8301,29.7667057865938,49.9685889639352
8301.5,29.7428065045245,49.9689120925426
8302,29.7769880318532,49.9434397020134
8302.5,29.8086359795264,49.9465910977872
8303,29.7060104859779,49.89692570551
8303.5,29.7750148665185,49.9441268655783
8304,29.7005141565659,49.8995150414395
8304.5,29.7550896546307,49.9243023553178
8305,29.7157015561233,49.8895411453198
8305.5,29.7145899984729,49.895354491656
8306,29.7184733825988,49.94639666535
8306.5,29.7492491973748,49.9224668311575
8307,29.746569960484,49.8888625844159
8307.5,29.7745777911107,49.9747020901557
8308,29.7489031566826,49.932475669757
8308.5,29.7471882663579,49.9817433406457
8309,29.6940006045165,49.8911087102747
8309.5,29.7750597019786,49.871318318532
8310,29.7907885931303,49.9425712707707
8310.5,29.7801184820994,49.9167549353084
8311,29.7373062984109,49.9477219544204
8311.5,29.7603596121174,49.9484967187553
8312,29.7124732523512,49.9269188148432
8312.5,29.7213741816929,49.9357330323265
8313,29.7967416936705,49.8908412353916
8313.5,29.7168975755805,49.900776255273
8314,29.722144439491,49.9564545741485
8314.5,29.7266970290183,50.0161326582321
8315,29.7578172361901,49.9506333729738
8315.5,29.7319114791367,49.9477444394448
8316,29.7689079112227,49.945876228213
8316.5,29.7583010989683,50.0191352240537
8317,29.7793273993864,49.9467058612028
8317.5,29.7176205910075,49.9597168460415
8318,29.7780123463926,49.9169964924607
8318.5,29.7791911362243,49.9281424208468
8319,29.7421044357774,49.9117855879437
8319.5,29.7344550148866,49.8887314565042
8320,29.7902571467078,49.9391141876803
8320.5,29.7722706937722,50.0429106444122
8321,29.7070520063964,49.9472583634488
8321.5,29.7613152557689,49.9862647441331
8322,29.7738249529714,49.8899799174581
8322.5,29.7918937280499,49.9350958566587
8323,29.7305192339444,49.8912836455298
8323.5,29.7401695216865,49.9554754136833
8324,29.7663488009325,49.9416899040491
8324.5,29.6948329499073,49.9344816304611
8325,29.790425871323,49.9467561031456
8325.5,29.6804998485582,49.9323908189258
8326,29.7391837894313,49.9467433964922
8326.5,29.778283458365,49.9618966757193
8327,29.7245464224042,49.9543201693588
8327.5,29.7013347182167,49.9665018810291
8328,29.7313315998042,49.9258458718001
8328.5,29.7956749100886,49.9763742384536
8329,29.7646361188157,49.9846444525784
8329.5,29.7026092208062,49.9335978540049
8330,29.7337876959851,49.9742999028496
8330.5,29.7422915806684,49.9251463983524
8331,29.7236239688206,49.9841863791349
8331.5,29.7411157952369,49.9547258598347
8332,29.7540929512923,49.9131915527868
8332.5,29.7612819781054,49.9896905873343
8333,29.750348121634,49.939031902076
8333.5,29.7090862784643,49.9791655244728
8334,29.77110904506,49.945030728739
8334.5,29.779550416093,49.9101026642915
8335,29.7642344876019,49.9810452243979
8335.5,29.7730003089228,49.9160389774248
8336,29.8039071826484,49.9335615467209
8336.5,29.804487936842,49.9470916087815
8337,29.7673518873851,49.9181912002094
8337.5,29.7091581413073,49.95273515484
8338,29.8267813185655,49.957304549568
8338.5,29.7909313631065,49.9100022119179
8339,29.7296832432218,49.8910197818203
8339.5,29.7487813240451,49.927322373979
8340,29.7585045862821,49.9494740758339
8340.5,29.6518362280953,49.9227978417553
8341,29.725397796303,49.9227469447657
8341.5,29.7456046924897,49.9084150318736
8342,29.7983730353405,49.9026855395909
8342.5,29.7433317518922,49.9139779710371
8343,29.7433081592307,49.9482863832415
8343.5,29.7541840334414,49.956628075158
8344,29.786611892777,49.9666760891123
8344.5,29.7883531482335,49.9434461680224
8345,29.7780654062682,49.9065134099979
8345.5,29.7612761697084,49.9592058205868
8346,29.6908280577865,49.9442735681765
8346.5,29.6837601585607,49.9390650062113
8347,29.7513531184039,49.9407679550874
8347.5,29.7613801286892,49.9311888594619
8348,29.7660378160261,49.8947472381829
8348.5,29.7540190857156,49.907317668783
8349,29.7862068496714,49.9244731486762
8349.5,29.7022753120822,49.9361589296865
8350,29.7479061489553,49.9390796028247
8350.5,29.7399421109918,49.935081471071
8351,29.7543858927096,49.92118492385
8351.5,29.7317905953422,49.9813541140097
8352,29.7373947645726,49.9620834000174
8352.5,29.771198536054,49.9623482402367
8353,29.7055468821892,49.9455339334735
8353.5,29.7923732029444,49.9532338772877
8354,29.7046717080025,49.9640467285648
8354.5,29.7408425698938,49.9582246463519
8355,29.6778147630319,49.9556521483807
8355.5,29.7750145748421,49.9299686637275
8356,29.7428892915484,49.9775484569878
8356.5,29.762870193554,49.9505392927662
8357,29.7703917744221,49.9522437293106
8357.5,29.7577374015155,49.9458074316777
8358,29.7549745432044,49.9603609810287
8358.5,29.6879616705401,49.9732254372911
8359,29.7122246206308,49.9657470372719
8359.5,29.7793243380179,49.9554230617477
8360,29.7252960106902,49.9525520784034
8360.5,29.7026630490434,49.8753071880703
8361,29.737838464582,49.9629414483655
8361.5,29.7782300470235,49.9505019544749
8362,29.690933690163,49.9083203173219
8362.5,29.7168874262992,50.0220233398239
8363,29.7318411290463,49.9502905013023
8363.5,29.7417072603857,49.895176705098
8364,29.6758121121655,49.9801985675448
8364.5,29.7330719044848,49.9564766948005
8365,29.7190219476145,49.9493667589549
8365.5,29.71888561302,49.9110825601626
8366,29.6937595857175,49.9504329728535
8366.5,29.7766572340045,49.9184700811693
8367,29.7507919878429,49.9216037049809
8367.5,29.7754338118483,49.9718481551995
8368,29.7785288935414,49.971907065781
8368.5,29.7280418012958,49.9460032235079
8369,29.7335252117844,49.9284553619457
8369.5,29.7299400494854,49.963534804507
8370,29.8047597602234,49.9173320809126
8370.5,29.7461490316994,49.9359488314132
8371,29.7531651170592,49.9686720859014
8371.5,29.7118246179541,49.9558276651768
8372,29.7096856944625,49.9370472614364
8372.5,29.75455314152,49.9138820156708
8373,29.8032984381817,50.0075701325433
8373.5,29.7417279641895,49.9424590151645
8374,29.7819254354856,49.9401918919792
8374.5,29.7263167932027,49.9672026063106
8375,29.754244966694,49.9639435980292
8375.5,29.7661833769363,49.9657916069242
8376,29.7985925689247,49.9095381926097
8376.5,29.7525877031329,49.9677076383199
8377,29.7258777092229,49.9444023603524
8377.5,29.7516827894078,49.9202022673983
8378,29.7645677216984,49.9476938042944
8378.5,29.7837805302515,49.9400657494112
8379,29.7015426665336,49.9973506385358
8379.5,29.7698428644731,49.9206468227493
8380,29.7774891812342,49.9003352261134
8380.5,29.7698996551084,49.9341464815619
8381,29.7463416276668,49.9245676789253
8381.5,29.7771328716029,49.921293361979
8382,29.7094374837584,49.9458210859372
8382.5,29.7018365142248,50.0113964895021
8383,29.7772456954323,49.9497220746016
8383.5,29.7323363841685,49.9296235516721
8384,29.7490503148073,49.9625031516883
8384.5,29.7641358229224,49.9537971439058
8385,29.7129793564139,49.9490350513916
8385.5,29.7415107931113,49.9619470230101
8386,29.7533867498993,49.9062081686454
8386.5,29.751608619908,49.9150418049791
8387,29.7824369647227,49.946409610918
8387.5,29.760153574881,49.8877378351955
8388,29.7925957243369,49.9682682515961
8388.5,29.7526756245034,49.8984083011777
8389,29.7476172299412,49.9484733540088
8389.5,29.7528238910632,49.9555540936515
8390,29.7488085847357,49.9558402439199
8390.5,29.7880176899252,49.8829078226122
8391,29.7559101381814,49.9370238752409
8391.5,29.7617826017364,49.9429647395707
8392,29.6638465714021,49.9655087197599
8392.5,29.7272839896948,49.9881191357984
8393,29.7207056292365,49.9131194679994
8393.5,29.7639977044161,49.9837573105082
8394,29.7078841340504,49.9512256922408
8394.5,29.726510589149,49.9000570675046
8395,29.7797410488059,49.9334078605109
8395.5,29.699227555436,49.9897226142703
8396,29.7576546828853,49.922421906811
8396.5,29.7315152681218,49.9559113715944
8397,29.7638290804245,49.9171944686959
8397.5,29.7608752157417,49.9665310241788
8398,29.7831988236415,49.973371585888
8398.5,29.7619075823653,49.9930844469347
8399,29.7176457548883,49.9359088082068
8399.5,29.679369976758,49.9560980394171
8400,29.7325735550401,49.860534686694
8400.5,29.7448592889969,49.9621651954347
8401,29.7534118599213,49.9932135249643
8401.5,29.7661654490664,49.9701235907834
8402,29.7919372036835,49.9095282635645
8402.5,29.7278493255598,49.928689075957
8403,29.7611864691678,49.9479370996055
8403.5,29.7575952720776,49.9677263668516
8404,29.7104323266631,49.926811542934
8404.5,29.7233053289744,49.9269887397739
8405,29.7636249564309,49.8985932015402
8405.5,29.7803620860191,49.9562114457042
8406,29.7717496297467,49.9648886160849
8406.5,29.7312013266136,49.9613802717033
8407,29.7187510695903,49.9071579516599
8407.5,29.7232739355633,49.8852230557551
8408,29.717830759287,49.9701470243244
8408.5,29.7466899522246,49.9549432133946
8409,29.7301899059105,49.9512955490529
8409.5,29.6988902558012,49.9356816327776
8410,29.7490555669516,49.9045153452215
8410.5,29.7646760122124,49.9590891663182
8411,29.7402103338475,49.9249191301636
8411.5,29.7209645211954,49.9990315772109
8412,29.7358977789747,49.9030793242304
8412.5,29.7442754916198,49.9033024127314
8413,29.7381062687013,49.9599559990774
8413.5,29.7098779924691,49.9498932020505
8414,29.7290250902026,49.898200716395
8414.5,29.7742522307348,49.8871019098849
8415,29.7372699031537,49.9445520084129
8415.5,29.7563424406083,49.9564670528795
8416,29.6938955649679,49.9599913694615
8416.5,29.7056215830452,49.9277962747259
8417,29.7397214558142,49.9184189224951
8417.5,29.694227701466,49.9251956684415
8418,29.7159633274447,49.9623693279074
8418.5,29.7457452848101,49.9329937066069
8419,29.7121660494898,49.9420979833659
8419.5,29.777911246269,49.9516714972499
8420,29.7649690061375,49.9077126485906
8420.5,29.7535526290761,49.9393650116366
8421,29.7748627150352,49.9299694485291
8421.5,29.7216486203465,49.9447144189419
8422,29.8278719035154,49.981265881985
8422.5,29.7100894686397,49.9259083856614
8423,29.8163703377532,49.8938640423884
8423.5,29.79109377119,49.9663002512664
8424,29.7417642018126,49.9248594093025
8424.5,29.7517119879252,49.9102894139332
8425,29.7450503932033,49.973970101058
8425.5,29.7834647855812,49.9393284847935
8426,29.7412369065295,49.8902433283975
