Time,fPLSS,cLO_measured
179.5,278.522973949977,14.8785060684295
180,278.350393084291,14.881828708488
180.5,277.843900097169,14.8787540608414
181,278.423559621635,14.8793251047124
181.5,278.867626548827,14.8808481241279
182,277.762716292607,14.8799576154784
182.5,277.602583548577,14.8752444929983
183,278.017438542744,14.8838362786352
183.5,278.27155868456,14.8774460022891
184,276.954686015669,14.8777715645939
184.5,278.390558287253,14.8713593068487
185,277.333250095408,14.8795875736965
185.5,277.468641135345,14.882033753656
186,278.229838286637,14.8831192396292
186.5,278.091081079043,14.8788107809582
187,278.434806102396,14.8765082636285
187.5,278.144281681548,14.8759092536236
188,277.081033858161,14.8757765764057
188.5,278.831728675046,14.8855714956001
189,278.289335455133,14.8809600177682
189.5,277.712639619003,14.8837730515542
190,278.334408963139,14.8842722101123
190.5,277.825464281671,14.8808012992124
191,278.190644250815,14.8812085898823
191.5,277.658431967876,14.8810008172833
192,277.923008921922,14.8797914233816
192.5,278.234020898788,14.8791740232109
193,278.145084642088,14.8838134431848
193.5,278.144431431307,14.8833528498766
194,277.755188584774,14.8759729036471
194.5,278.313979063082,14.88292534085
195,279.015610871312,14.8820283201671
195.5,277.293800250824,14.8772948665006
196,278.893796252781,14.8791410796775
196.5,278.118987232653,14.8864180330813
197,277.688321288343,14.8805592585564
197.5,277.852835518233,14.8762668843636
198,278.494358211717,14.8750590423029
198.5,278.144625885222,14.884881812834
199,278.414959256536,14.8838252923773
199.5,277.45806428318,14.880893010621
200,277.844735950006,14.8817517634728
200.5,278.362932679071,14.8781074309183
201,278.842899074765,14.8788474230819
201.5,278.048455920792,14.8819568050654
202,278.505903012477,14.8834246616923
202.5,278.335222336605,14.8794775045827
203,277.865025834929,14.8780269774155
203.5,278.215323680211,14.8798001898328
204,277.537706687549,14.8835191252047
204.5,277.475339347794,14.8786095342937
205,277.273917709035,14.8806238324667
205.5,277.131325267413,14.878402066121
206,277.774186430443,14.8810089050669
206.5,278.420165113778,14.8812561784396
207,277.993200865017,14.8751376989034
207.5,277.755519628987,14.8846290621912
208,278.678117712996,14.8781977675263
208.5,277.796350426322,14.8823302130704
209,278.735989771584,14.8785761770597
209.5,278.031455436343,14.8823968722749
210,277.275301308264,14.8797111510528
210.5,278.350502110505,14.8809331912367
211,278.644614230553,14.8783368345491
211.5,277.317101848833,14.8783483590503
212,277.255192859357,14.8809767960463
212.5,277.966764855488,14.8762240041359
213,277.475359470142,14.8816483995027
213.5,278.129738671056,14.8734395685856
214,277.870835275279,14.8808367388696
214.5,277.347823703196,14.8828899920554
215,278.0703752341,14.8806152954619
215.5,279.307241001183,14.8773284615283
216,277.417847428551,14.8806514762719
216.5,277.989683846723,14.8778184361668
217,277.68665696278,14.8801135978091
217.5,278.533215959561,14.8850559918891
218,277.80312198771,14.8749509512163
218.5,278.533229168753,14.8828914878998
219,277.65931919377,14.883484575911
219.5,277.505060637331,14.8816460920458
220,278.14903424618,14.8806465151447
220.5,277.701618989655,14.8795375476847
221,277.829222572286,14.8772543857917
221.5,277.713388495449,14.8786510646673
222,278.108516754694,14.8760152272507
222.5,277.630076133773,14.8821296390698
223,278.163796275892,14.8833718483593
223.5,277.089896688378,14.8787527831396
224,277.802036173631,14.8791700504173
224.5,278.38418649876,14.8770463898366
225,277.771813827121,14.883783706661
225.5,277.540141741083,14.8779554530104
226,277.345232657065,14.8807570458614
226.5,277.88282887858,14.8825785748908
227,277.673605549922,14.8812457710287
227.5,278.199381808938,14.8830602329457
228,277.611483768602,14.8805462802708
228.5,277.942788554354,14.8787438607826
229,278.430435441746,14.8810459875106
229.5,277.15672491749,14.8836622350638
230,277.435351834121,14.8793394443087
230.5,278.030116589714,14.8842490958865
231,277.558674970064,14.8818270309286
231.5,277.175799388633,14.8792846432833
232,278.261629881476,14.8810418063529
232.5,278.456480588072,14.8800177248089
233,278.54234168763,14.880608109302
233.5,277.620556137253,14.8785646368391
234,278.197869257859,14.8845013517453
234.5,277.876021294566,14.8806140629727
235,277.926736614451,14.8804662874085
235.5,277.73724592989,14.8775987258426
236,277.456102240117,14.8781776127281
236.5,277.622079138654,14.8722385772612
237,278.297246276281,14.8801053587307
237.5,277.388240338485,14.8807254904897
238,277.702642947004,14.8757379576424
238.5,278.045736314507,14.8793140372043
239,278.281897414605,14.8856352785644
239.5,277.496623873464,14.8831801971267
240,279.125155450876,14.8838866428836
240.5,278.586159844899,14.8847808071871
241,277.730315148547,14.8830414312574
241.5,278.257819846417,14.8775081759894
242,278.38729428371,14.8759375564169
242.5,278.460254600488,14.8758109128003
243,278.504853256428,14.8803128689021
243.5,278.10884036787,14.8813210785274
244,277.759141352404,14.878991901589
244.5,278.737954123454,14.8788672136301
245,278.141847694496,14.8790162617962
245.5,277.719112795175,14.8742335987241
246,277.678339997012,14.8744177688301
246.5,277.030316858005,14.8833205251799
247,277.7889519098,14.8836267941593
247.5,278.222600265499,14.8778948866012
248,278.349266774706,14.8801382474704
248.5,277.826324480765,14.8820351259991
249,277.850671554253,14.8790448480971
249.5,278.540410222831,14.884300976451
250,278.2556165142,14.876290589739
250.5,277.667100068934,14.8835442343073
251,278.053741504353,14.8765856459309
251.5,278.117272292241,14.8802337766264
252,277.711386217599,14.8776857953199
252.5,278.267182564575,14.8740170837763
253,278.630457766475,14.8781794059519
253.5,277.38153852576,14.8800784373571
254,277.593878491011,14.8782384420733
254.5,278.424084959018,14.8789760709088
255,277.162846488791,14.8757601230589
255.5,278.133250541772,14.8735374846817
256,278.540776327058,14.8787950204639
256.5,277.842332972972,14.8791702702908
257,277.616706431357,14.8794197301881
257.5,278.051776868738,14.8772490966009
258,277.401410076141,14.8802522468967
258.5,278.45401692705,14.8740146338975
259,277.725254277778,14.8848125394913
259.5,278.183312308787,14.883483524832
260,278.41183394217,14.8780012073764
260.5,278.519142656566,14.8792113711887
261,277.332108008079,14.8806853616789
261.5,278.192276789091,14.8887164127515
262,278.046837227171,14.8784588464552
262.5,276.696496636049,14.8773119208835
263,278.014610306677,14.8825311674834
263.5,277.714144973919,14.8787646740369
264,276.788513781644,14.8859674717236
264.5,278.000848413841,14.8811679815626
265,278.51904468188,14.8758708832664
265.5,278.269237843964,14.879891197177
266,277.490334084701,14.8864396047801
266.5,277.265786015989,14.877076432711
267,278.009786869189,14.8803755927246
267.5,277.848695794427,14.8782273174952
268,279.083242586974,14.8776712402023
268.5,278.050767030506,14.8805048190052
269,277.333339147343,14.8779076792003
269.5,277.219439390549,14.8776869714752
270,277.796439462528,14.8821582165211
270.5,277.504265740021,14.8763241179803
271,278.303983445264,14.8773921443701
271.5,277.875094264824,14.8818023517968
272,278.128024185041,14.880418314862
272.5,277.758593919858,14.8830346052588
273,278.013647356379,14.8850364674208
273.5,278.277972764195,14.8782407790392
274,277.703221362396,14.8781942402563
274.5,278.033910281971,14.8823280464319
275,277.840359827077,14.8812149686255
275.5,277.852647766021,14.8803590255139
276,277.588091529259,14.8828873178369
276.5,278.406095082575,14.8806899150885
277,278.956300914923,14.8814774351151
277.5,277.894674401783,14.8787020000607
278,278.125905275375,14.8796426168131
278.5,278.49149501403,14.8822964339566
279,277.912299545593,14.8755273016815
279.5,278.228886667619,14.8841233856831
280,277.623508161876,14.878871029317
280.5,277.812634027101,14.8778288025301
281,277.273346199967,14.8814378864483
281.5,277.640464539374,14.8818276594719
282,278.167430737108,14.8835513386143
282.5,278.170031290716,14.8767381824153
283,278.466798271768,14.8797900317577
283.5,279.027377929866,14.8753282911055
284,277.587560602211,14.8827494392307
284.5,276.990411986076,14.8865657771555
285,277.918242354744,14.883855015125
285.5,277.367190544645,14.879228908218
286,278.102058481509,14.8848417347675
286.5,277.372542408516,14.8796451322796
287,278.817237038894,14.8794092251944
287.5,277.560877528686,14.8868195053291
288,277.984085325674,14.8773230273747
288.5,277.703236773702,14.8767497737641
289,278.505557646975,14.8866090042636
289.5,277.929681877599,14.8807225307857
290,279.0726824407,14.8811410240091
290.5,277.919101075217,14.8745476272619
291,278.210720936013,14.879086284404
291.5,277.750084375563,14.8773257428077
292,278.141878749085,14.8822404228173
292.5,277.893213722029,14.8806978244134
293,277.753701141295,14.8763757754323
293.5,279.241850992794,14.8800671467534
294,278.254852320231,14.8816139086488
294.5,277.711729453958,14.8814424738314
295,277.562751234647,14.8800512915582
295.5,277.384334893875,14.8882015228711
296,278.353067319185,14.8830056959458
296.5,278.651832819592,14.8809628209895
297,277.552841413854,14.8836211697433
297.5,278.043636955614,14.8803776366846
298,277.231688491576,14.8771613626829
298.5,278.096665034221,14.8775341106498
299,278.449558387782,14.882834963219
299.5,277.662552129849,14.8788565101931
300,277.870432545698,14.8844006489139
300.5,278.207091130664,14.8810490502969
301,277.662300189017,14.882894342396
301.5,277.703854249942,14.8783892327432
302,277.943919764557,14.8834864407804
302.5,277.974026124347,14.8814044949637
303,278.266588553929,14.87851127766
303.5,279.043295184289,14.8835025592682
304,278.582204845228,14.8807600959028
304.5,277.550300750043,14.8794309253151
305,278.812383912135,14.8749461058473
305.5,278.144463142485,14.8782823684558
306,277.396144961612,14.8782488340637
306.5,278.758281177494,14.8786481287155
307,278.16452330454,14.8794082898262
307.5,277.89464322267,14.8757049714119
308,277.984335639706,14.8818897293488
308.5,277.394397952378,14.8799861611199
309,277.304109373503,14.8805299628958
309.5,277.054047965523,14.8812678846429
310,278.172659245905,14.8790279885124
310.5,277.219798888239,14.885091817645
311,278.476778055409,14.8780252389733
311.5,278.693473951493,14.8783511500434
312,278.222286664304,14.8784507350254
312.5,277.620709234671,14.8795326077882
313,277.343992337868,14.8792927324831
313.5,277.556245663342,14.8846474719386
314,278.626734302301,14.87741206297
314.5,278.137651723106,14.8805474350755
315,276.981970999544,14.8758240053193
315.5,277.346358506087,14.8797215656126
316,277.739553070362,14.8799837140334
316.5,277.865275229117,14.8814129076982
317,277.736066159348,14.8840855297872
317.5,277.856390077264,14.877855611759
318,277.872171863435,14.8767991649319
318.5,277.595178511358,14.8762550563137
319,277.276705756166,14.8754042317787
319.5,278.523941974522,14.8786587499939
320,277.462196759202,14.8839107030195
320.5,277.249932835927,14.8819160000024
321,277.716824692267,14.8785192171346
321.5,278.019569632642,14.8811464683655
322,277.635529800095,14.8785747122171
322.5,277.773976978132,14.8825126215777
323,278.848174808804,14.8817105436934
323.5,278.556860111554,14.8758192882991
324,277.360973331057,14.8757234438811
324.5,277.572353653779,14.8860602317794
325,278.074287609869,14.8753940600608
325.5,278.016010039141,14.8853956459283
326,278.155524121998,14.8766551343673
326.5,278.194080419161,14.8828934174742
327,278.026117856798,14.8807411850057
327.5,277.950145647466,14.87869582765
328,278.056506915899,14.8780679341023
328.5,278.106178884098,14.877129904113
329,278.207564785329,14.8814756330238
329.5,278.691693933356,14.8839603512148
330,277.713682680416,14.8759014010041
330.5,277.037823875284,14.8811756257443
331,277.939379901013,14.8835029951748
331.5,278.28273898285,14.8792192203146
332,279.128532663212,14.8787682720877
332.5,277.934203438451,14.8828289103953
333,277.341903576771,14.8760048502935
333.5,278.577154450268,14.8813729407023
334,277.129227289768,14.87498209602
334.5,278.117858544533,14.8822953832743
335,278.402259839135,14.8843340522691
335.5,278.316598069939,14.8774316350164
336,277.544741727727,14.8826569559111
336.5,278.304445533162,14.8781849767024
337,278.248779075714,14.8819896915268
337.5,277.904145277993,14.8780037305309
338,277.783172690044,14.8794753598189
338.5,277.853424075368,14.8782310355845
339,277.023893694902,14.8772854541949
339.5,277.557550286738,14.8809482954703
340,278.489092271331,14.8823496260454
340.5,277.738496410991,14.8793133983383
341,276.722579369603,14.8775768880552
341.5,278.02232006961,14.8768660267864
342,277.560079049054,14.8793697778391
342.5,278.568883535379,14.8795876163536
343,278.133407753819,14.8843348081874
343.5,278.341884119983,14.8770923184281
344,277.826156813384,14.8740173010032
344.5,277.691221296639,14.8774269241986
345,278.342737176865,14.878306710503
345.5,278.650122554625,14.8802745773938
346,278.650929154829,14.8838495555843
346.5,277.555511512204,14.8813071575502
347,278.440439184291,14.8832887251689
347.5,278.361952850952,14.8863043023144
348,278.0610143875,14.8837386388157
348.5,277.508888242697,14.8806903400272
349,278.314446996769,14.8795959293171
349.5,277.629783447685,14.8818059474959
350,277.878378014218,14.8780329712064
350.5,277.774332289515,14.8830329090569
351,278.1886657283,14.8812589160228
351.5,278.111037118585,14.8805778999857
352,277.201491485703,14.8826180573758
352.5,278.202898934779,14.8805664074762
353,277.857005132284,14.8794030368027
353.5,278.111744970732,14.8773836755305
354,277.201031850627,14.8764659248626
354.5,277.47786953915,14.8809800156796
355,277.857194277896,14.8768109674262
355.5,278.37570885375,14.8814335302264
356,277.986056288991,14.878982463796
356.5,277.078130708649,14.8812986296211
357,277.449840386676,14.8797178882007
357.5,277.819931611442,14.8761092829676
358,277.821106958342,14.8803650388763
358.5,278.210088525791,14.8788390237797
359,277.895161007749,14.8810745369706
359.5,277.297182636779,14.8811968417217
360,278.292052497419,14.8785613282967
360.5,277.889140186822,14.8813686414702
361,277.840749887451,14.8804007027854
361.5,277.335570951919,14.8801039939365
362,277.783409377118,14.8794361549801
362.5,277.690404856242,14.8833390011087
363,278.311226006587,14.8816035889207
363.5,277.216231099083,14.8699825870149
364,277.452162429649,14.8822137593521
364.5,277.889598402065,14.8800422426335
365,277.799326810195,14.8821488552287
365.5,277.919670485048,14.8794061308852
366,278.573512166687,14.8720160048394
366.5,277.222675678173,14.8846009116562
367,280.014703936428,14.8754996624364
367.5,277.780208298313,14.8786861016946
368,277.706411631669,14.8776732756416
368.5,279.084284328576,14.880280880191
369,278.005618293814,14.8822185715056
369.5,277.071859684929,14.8839755044559
370,278.211732375347,14.880279491522
370.5,278.0283822196,14.8805627650541
371,277.203133726978,14.8849647890138
371.5,278.40393453099,14.8737301887611
372,278.063933726686,14.8801235588076
372.5,277.748561849392,14.8830493720139
373,277.888747915893,14.8817700405743
373.5,277.820386997044,14.8790418148844
374,278.519129578972,14.8816356044137
374.5,277.774468924302,14.8862968153924
375,278.580957083452,14.8820759288552
375.5,277.886506832299,14.8818951178545
376,278.145570281514,14.8766773792981
376.5,278.372664875046,14.8826608053391
377,278.285849774518,14.8812941497851
377.5,278.250230068132,14.8758452712492
378,278.471063357624,14.884250289326
378.5,277.613977294217,14.8782047479541
379,278.889319526453,14.8818926633258
379.5,277.87091699879,14.8761492173071
380,277.754745239821,14.8822573726206
380.5,277.887471507332,14.8816444986346
381,277.995572102596,14.888971242955
381.5,277.867266696106,14.8832344226384
382,277.705283633647,14.8781608974353
382.5,277.753552580691,14.8827368741467
383,278.278850826509,14.879044839944
383.5,277.532004296013,14.8794414862972
384,278.02226760668,14.8816411440308
384.5,278.09568555999,14.8807570093575
385,278.48917420715,14.8800477281026
385.5,277.698238737866,14.8776426129739
386,278.228640171572,14.876526782065
386.5,278.112092961765,14.8816793723561
387,277.682422357186,14.8794181484573
387.5,277.664326757008,14.8813889702361
388,277.093888204799,14.8816214361659
388.5,278.122837964932,14.8789334045927
389,278.313129610674,14.8783048753792
389.5,278.686659245318,14.8739140578316
