cost,poly_accuracy,rbf_accuracy
0.1,0.964775870140423,0.952491289859654
0.464158883361278,0.970287379968448,0.964058286335443
2.15443469003188,0.975646115062197,0.969713313031628
10,0.977342854827948,0.974886864129746
