k_vals,accuracy,LDA_2_accuracy
1,0.995136628835324,0.851212567804261
2,0.992930635607715,0
3,0.992923691270435,0
10,0.988134396912537,0
20,0.984868229484143,0
30,0.982657607591388,0
40,0.981271049967122,0
50,0.979949306461099,0
60,0.978361361823329,0
70,0.976854434632429,0
80,0.97558361614143,0
90,0.974764181288242,0
100,0.9741067819182,0
