Time,c_LO_measured,c_RE_measured,f_PLSP_measured,f_PLSS_measured,f_LO_measured,f_LE_measured,c_PLS_measured,c_LE_measured,c_RaffP_measured,c_RaffS_measured,c_BO_measured,v_LO_control,v_LO_valve,v_LE_control,v_LE_valve,v_LO_state,v_LE_state,process_state,sensor_LO_state,c_LO_sensor,c_LO_state,c_RE_sensor,ext_efficiency,strip_efficiency,f1_magnitude,f2_magnitude,fault_state
334650,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899998,1,1,0,0,0
334680,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
334710,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
334740,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799130400001,0,54.9580983899999,1,1,0,0,0
334770,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899998,1,1,0,0,0
334800,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
334830,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
334860,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
334890,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
334920,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
334950,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
334980,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
335010,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
335040,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
335070,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
335100,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
335130,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
335160,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
335190,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
335220,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
335250,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
335280,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
335310,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
335340,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
335370,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
335400,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
335430,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
335460,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
335490,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
335520,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
335550,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
335580,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
335610,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
335640,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
335670,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900002,1,1,0,0,0
335700,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
335730,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
335760,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899998,1,1,0,0,0
335790,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
335820,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
335850,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
335880,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
335910,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
335940,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
335970,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
336000,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799130399999,0,54.9580983899999,1,1,0,0,0
336030,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900002,1,1,0,0,0
336060,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
336090,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
336120,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
336150,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
336180,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799130400001,0,54.95809839,1,1,0,0,0
336210,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799130400001,0,54.9580983899999,1,1,0,0,0
336240,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
336270,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
336300,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
336330,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
336360,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
336390,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
336420,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
336450,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
336480,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
336510,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
336540,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899998,1,1,0,0,0
336570,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
336600,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
336630,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799130400001,0,54.95809839,1,1,0,0,0
336660,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
336690,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
336720,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
336750,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
336780,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
336810,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900002,1,1,0,0,0
336840,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
336870,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
336900,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
336930,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
336960,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
336990,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
337020,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799130400001,0,54.9580983899999,1,1,0,0,0
337050,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
337080,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900002,1,1,0,0,0
337110,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
337140,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
337170,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
337200,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
337230,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
337260,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
337290,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
337320,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900002,1,1,0,0,0
337350,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
337380,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
337410,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
337440,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
337470,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
337500,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
337530,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
337560,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
337590,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
337620,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
337650,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
337680,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
337710,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
337740,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
337770,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
337800,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
337830,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
337860,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
337890,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900002,1,1,0,0,0
337920,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900003,1,1,0,0,0
337950,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799130399999,0,54.9580983900001,1,1,0,0,0
337980,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
338010,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
338040,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
338070,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
338100,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
338130,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
338160,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
338190,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
338220,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
338250,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
338280,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
338310,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
338340,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
338370,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
338400,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
338430,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
338460,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
338490,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
338520,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
338550,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799130399999,0,54.95809839,1,1,0,0,0
338580,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
338610,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
338640,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899998,1,1,0,0,0
338670,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
338700,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
338730,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
338760,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
338790,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
338820,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983900001,1,1,0,0,0
338850,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
338880,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799130399999,0,54.9580983899999,1,1,0,0,0
338910,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
338940,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
338970,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
339000,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
339030,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
339060,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
339090,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
339120,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
339150,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
339180,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
339210,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
339240,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.9580983899999,1,1,0,0,0
339270,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.87991304,0,54.95809839,1,1,0,0,0
339300,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799130400001,0,54.9580983899999,1,1,0,0,0
