Time,c_LO_measured,c_RE_measured,f_PLSP_measured,f_PLSS_measured,f_LO_measured,f_LE_measured,c_PLS_measured,c_LE_measured,c_RaffP_measured,c_RaffS_measured,c_BO_measured,v_LO_control,v_LO_valve,v_LE_control,v_LE_valve,v_LO_state,v_LE_state,process_state,sensor_LO_state,c_LO_sensor,c_LO_state,c_RE_sensor,ext_efficiency,strip_efficiency,f1_magnitude,f2_magnitude,fault_state
20070,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798217335783,0,54.9580863905195,1,1,0,0,0
20100,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798336466886,0,54.9580538568923,1,1,0,0,0
20130,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798461973038,0,54.9580185796931,1,1,0,0,0
20160,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798592543984,0,54.9579810722109,1,1,0,0,0
20190,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798727227652,0,54.9579416164555,1,1,0,0,0
20220,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798864969086,0,54.9579005215422,1,1,0,0,0
20250,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799004569603,0,54.957858148642,1,1,0,0,0
20280,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799144675143,0,54.9578149164692,1,1,0,0,0
20310,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799283765757,0,54.9577713057287,1,1,0,0,0
20340,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799420144701,0,54.957727863721,1,1,0,0,0
20370,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799551927055,0,54.9576852091743,1,1,0,0,0
20400,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799677027827,0,54.9576440373114,1,1,0,0,0
20430,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799793149561,0,54.9576051251674,1,1,0,0,0
20460,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799897769394,0,54.9575693371613,1,1,0,0,0
20490,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799988125585,0,54.9575376309328,1,1,0,0,0
20520,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8800061203461,0,54.9575110634557,1,1,0,0,0
20550,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8800113720781,0,54.9574907974356,1,1,0,0,0
20580,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8800142112524,0,54.9574781080005,1,1,0,0,0
20610,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8800142515019,0,54.9574743897014,1,1,0,0,0
20640,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.880011074947,0,54.957481163826,1,1,0,0,0
20670,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8800042304806,0,54.9575000860407,1,1,0,0,0
20700,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799932319857,0,54.9575329543731,1,1,0,0,0
20730,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799775564992,0,54.9575817174977,1,1,0,0,0
20760,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799566517766,0,54.9576484612618,1,1,0,0,0
20790,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799305289501,0,54.957733990367,1,1,0,0,0
20820,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799062555054,0,54.9578203332534,1,1,0,0,0
20850,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799048847917,0,54.9578427683429,1,1,0,0,0
20880,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799255026085,0,54.9577864350927,1,1,0,0,0
20910,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799391647941,0,54.9577392535696,1,1,0,0,0
20940,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799391783711,0,54.9577367894432,1,1,0,0,0
20970,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799335475711,0,54.9577566245671,1,1,0,0,0
21000,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799263396636,0,54.9577833583986,1,1,0,0,0
21030,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799183958422,0,54.9578132439548,1,1,0,0,0
21060,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799098608149,0,54.9578456543231,1,1,0,0,0
21090,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799008070951,0,54.9578803676098,1,1,0,0,0
21120,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798913128875,0,54.9579171597317,1,1,0,0,0
21150,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798814692502,0,54.9579557619652,1,1,0,0,0
21180,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798713814739,0,54.9579958541151,1,1,0,0,0
21210,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798611701568,0,54.9580370600331,1,1,0,0,0
21240,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798509723125,0,54.9580789430402,1,1,0,0,0
21270,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798409425326,0,54.9581210011132,1,1,0,0,0
21300,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798312542031,0,54.9581626618134,1,1,0,0,0
21330,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798221007789,0,54.9582032769478,1,1,0,0,0
21360,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798136971187,0,54.9582421169515,1,1,0,0,0
21390,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798062808797,0,54.9582783649882,1,1,0,0,0
21420,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798001139773,0,54.9583111107408,1,1,0,0,0
21450,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8797954841108,0,54.958339343901,1,1,0,0,0
21480,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8797927063566,0,54.958361947333,1,1,0,0,0
21510,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8797921248323,0,54.9583776899015,1,1,0,0,0
21540,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8797941144338,0,54.9583852189574,1,1,0,0,0
21570,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8797990826474,0,54.9583830524592,1,1,0,0,0
21600,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798074714402,0,54.9583695707264,1,1,0,0,0
21630,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798197592257,0,54.9583430078168,1,1,0,0,0
21660,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798364590667,0,54.9583014504498,1,1,0,0,0
21690,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798578487006,0,54.9582434679157,1,1,0,0,0
21720,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798802852572,0,54.9581778605297,1,1,0,0,0
21750,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798885649604,0,54.958149469257,1,1,0,0,0
21780,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798761207858,0,54.9581900385726,1,1,0,0,0
21810,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798637084706,0,54.9582420725395,1,1,0,0,0
21840,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798625548004,0,54.9582598516984,1,1,0,0,0
21870,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798675678852,0,54.958254460629,1,1,0,0,0
21900,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.879874476636,0,54.9582410443356,1,1,0,0,0
21930,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798821779813,0,54.9582242807205,1,1,0,0,0
21960,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798904897118,0,54.9582049859529,1,1,0,0,0
21990,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798993538227,0,54.9581833412261,1,1,0,0,0
22020,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799087138327,0,54.9581594929932,1,1,0,0,0
22050,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799185023107,0,54.9581336235002,1,1,0,0,0
22080,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799286390934,0,54.9581059600975,1,1,0,0,0
22110,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799390301931,0,54.958076779786,1,1,0,0,0
22140,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799495666904,0,54.9580464136938,1,1,0,0,0
22170,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799601235709,0,54.9580152517977,1,1,0,0,0
22200,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799705585007,0,54.9579837479159,1,1,0,0,0
22230,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799807105408,0,54.9579524249848,1,1,0,0,0
22260,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799903987948,0,54.9579218806322,1,1,0,0,0
22290,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799994209909,0,54.9578927930567,1,1,0,0,0
22320,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8800075519917,0,54.9578659272315,1,1,0,0,0
22350,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8800145422339,0,54.9578421414413,1,1,0,0,0
22380,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8800201160914,0,54.9578223941665,1,1,0,0,0
22410,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8800239701611,0,54.9578077513308,1,1,0,0,0
22440,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8800257714672,0,54.9577993939263,1,1,0,0,0
22470,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.880025155584,0,54.9577986260296,1,1,0,0,0
22500,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8800217246703,0,54.9578068832278,1,1,0,0,0
22530,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8800150454177,0,54.9578257414621,1,1,0,0,0
22560,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8800046483983,0,54.9578569231656,1,1,0,0,0
22590,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.879990145625,0,54.9579020224321,1,1,0,0,0
22620,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799732344351,0,54.9579572848161,1,1,0,0,0
22650,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799641110905,0,54.9579937086386,1,1,0,0,0
22680,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799722799199,0,54.9579755828899,1,1,0,0,0
22710,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799852093526,0,54.9579332005552,1,1,0,0,0
22740,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799899273201,0,54.9579131734857,1,1,0,0,0
22770,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799883305017,0,54.9579154804529,1,1,0,0,0
22800,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799844786649,0,54.9579267492608,1,1,0,0,0
22830,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799797309677,0,54.9579415021355,1,1,0,0,0
22860,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799743298209,0,54.9579586491262,1,1,0,0,0
22890,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.879968325564,0,54.9579780127774,1,1,0,0,0
22920,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799617561871,0,54.9579995033418,1,1,0,0,0
22950,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799546683236,0,54.9580230063505,1,1,0,0,0
22980,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799471197854,0,54.9580483689051,1,1,0,0,0
23010,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799391806808,0,54.9580753949569,1,1,0,0,0
23040,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799309345024,0,54.9581038409787,1,1,0,0,0
23070,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799224792715,0,54.9581334114051,1,1,0,0,0
23100,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799139287479,0,54.9581637537888,1,1,0,0,0
23130,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799054137058,0,54.9581944536633,1,1,0,0,0
23160,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798970832799,0,54.958225029092,1,1,0,0,0
23190,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798891063836,0,54.9582549248972,1,1,0,0,0
23220,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798816732035,0,54.9582835065455,1,1,0,0,0
23250,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798749967725,0,54.9583100536863,1,1,0,0,0
23280,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798693146237,0,54.9583337533176,1,1,0,0,0
23310,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798648905299,0,54.9583536925688,1,1,0,0,0
23340,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798620163316,0,54.9583688510834,1,1,0,0,0
23370,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798610138558,0,54.9583780929838,1,1,0,0,0
23400,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798622369308,0,54.9583801584011,1,1,0,0,0
23430,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798660734986,0,54.958373654555,1,1,0,0,0
23460,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798729473073,0,54.958357047584,1,1,0,0,0
23490,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798832687447,0,54.958328775278,1,1,0,0,0
23520,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798963804622,0,54.9582899434042,1,1,0,0,0
23550,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799058652963,0,54.9582581709704,1,1,0,0,0
23580,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.879902163839,0,54.9582658614494,1,1,0,0,0
23610,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798910047798,0,54.9583033011451,1,1,0,0,0
23640,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.879884755746,0,54.9583297630806,1,1,0,0,0
23670,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798844310631,0,54.9583362212046,1,1,0,0,0
23700,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798866020953,0,54.9583329414978,1,1,0,0,0
23730,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798897079925,0,54.9583258874088,1,1,0,0,0
23760,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798934254495,0,54.9583164794142,1,1,0,0,0
23790,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8798977033893,0,54.9583049256375,1,1,0,0,0
23820,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799025187115,0,54.9582912746543,1,1,0,0,0
23850,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799078426565,0,54.9582755857295,1,1,0,0,0
23880,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799136369335,0,54.9582579498398,1,1,0,0,0
23910,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799198525389,0,54.9582384948315,1,1,0,0,0
23940,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799264286999,0,54.9582173895654,1,1,0,0,0
23970,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799332917647,0,54.9581948482544,1,1,0,0,0
24000,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799403540259,0,54.958171135091,1,1,0,0,0
24030,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799475124726,0,54.958146569177,1,1,0,0,0
24060,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799546474703,0,54.9581215297739,1,1,0,0,0
24090,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799616213626,0,54.9580964618903,1,1,0,0,0
24120,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799682769938,0,54.9580718822172,1,1,0,0,0
24150,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799744361477,0,54.9580483854342,1,1,0,0,0
24180,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799798978994,0,54.9580266508995,1,1,0,0,0
24210,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.879984436877,0,54.958007449741,1,1,0,0,0
24240,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.879987801428,0,54.9579916523726,1,1,0,0,0
24270,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799897116887,0,54.9579802364459,1,1,0,0,0
24300,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799898575499,0,54.9579742952669,1,1,0,0,0
24330,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799878965179,0,54.9579750466905,1,1,0,0,0
24360,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799834516518,0,54.9579838420912,1,1,0,0,0
24390,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799761313455,0,54.9580021249001,1,1,0,0,0
24420,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.879966068022,0,54.958030078035,1,1,0,0,0
24450,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799570594137,0,54.958057661178,1,1,0,0,0
24480,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799572618548,0,54.9580588908748,1,1,0,0,0
24510,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799657545782,0,54.9580302397271,1,1,0,0,0
24540,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799723210259,0,54.9580028416071,1,1,0,0,0
24570,14.88,54.96,278,278,277.82,194.81,7,35,0.01,0.01,0.88,0.5,0.5,0.5,0.5,0,0,0,0,14.8799737469215,0,54.9579916615716,1,1,0,0,0
