Time,c_LO_measured,c_RE_measured,f_PLSP_measured,f_PLSS_measured,f_LO_measured,f_LE_measured,c_PLS_measured,c_LE_measured,c_RaffP_measured,c_RaffS_measured,c_BO_measured,v_LO_control,v_LO_valve,v_LE_control,v_LE_valve,v_LO_state,v_LE_state,process_state,sensor_LO_state,c_LO_sensor,f6_state,c_RE_sensor,ext_efficiency,strip_efficiency,f1_magnitude,f2_magnitude,fault_state
74370,14.89,54.64,249.15,282.51,263.62,190.7,7.01,34.74,0,0.04,0.87,0.48,0.48,0.48,0.48,0,0,0,0,14.8856897074469,0,54.6358909299701,1,1,0,0,0
74400,14.98,54.27,254.14,277.29,255.24,188.14,6.98,34.82,0.01,0.01,0.82,0.48,0.48,0.48,0.48,0,0,0,0,14.9773528436523,0,54.2696093889804,1,1,0,0,0
74430,14.95,54.29,248.83,284.68,267.71,186.04,6.95,34.81,0,0,0.88,0.48,0.48,0.48,0.48,0,0,0,0,14.9549477901784,0,54.2929079335113,1,1,0,0,0
74460,14.97,54.19,250.4,280.63,260.1,183.61,6.95,34.83,0,0.02,0.84,0.48,0.48,0.48,0.48,0,0,0,0,14.9733798806593,0,54.1875040933097,1,1,0,0,0
74490,14.85,54.55,247.16,281.19,271.78,189.35,7.01,34.85,0,0,0.83,0.48,0.48,0.48,0.48,0,0,0,0,14.8513090553423,0,54.5470750729377,1,1,0,0,0
74520,14.61,55.28,251.54,280.5,262.19,192.05,6.99,34.87,0,0,0.87,0.48,0.48,0.49,0.49,0,0,0,0,14.6100591189415,0,55.2816784583427,1,1,0,0,0
74550,14.85,54.86,248.8,287.18,266.63,193.67,7.02,34.86,0.01,0,0.87,0.48,0.48,0.48,0.48,0,0,0,0,14.8519576379516,0,54.8604608100356,1,1,0,0,0
74580,14.83,54.47,254.76,278.56,263.85,191.48,6.93,34.86,0.01,0,0.81,0.47,0.47,0.48,0.48,0,0,0,0,14.8269797667844,0,54.4654142429704,1,1,0,0,0
74610,14.93,54.46,249.27,278.7,262,188.25,7.01,34.86,0.01,0.02,0.82,0.48,0.48,0.48,0.48,0,0,0,0,14.9323788213667,0,54.4610530057513,1,1,0,0,0
74640,14.89,54.46,247.65,284.6,263.36,194.41,7.01,34.85,0.01,0.01,0.85,0.48,0.48,0.48,0.48,0,0,0,0,14.8864640428788,0,54.4640146571285,1,1,0,0,0
74670,15.04,53.79,244.79,285.2,270.76,186.58,6.96,34.82,0,0,0.88,0.48,0.48,0.48,0.48,0,0,0,0,15.0406555950608,0,53.7936452283556,1,1,0,0,0
74700,14.74,54.79,243.11,272.95,259.17,190.15,6.94,34.84,0,0.03,0.89,0.46,0.46,0.48,0.48,0,0,0,0,14.74093316702,0,54.7852954398173,1,1,0,0,0
74730,14.89,54.26,254.31,283.95,263.93,188.25,6.94,34.85,0,0.01,0.82,0.48,0.48,0.48,0.48,0,0,0,0,14.894613494283,0,54.2574686362438,1,1,0,0,0
74760,14.85,54.62,248.86,275.82,261.81,180.93,7.01,34.84,0,0,0.86,0.47,0.47,0.48,0.48,0,0,0,0,14.8457927485402,0,54.618609215805,1,1,0,0,0
74790,14.63,55.31,252.84,274.95,271.61,194.87,6.98,34.84,0.02,0,0.87,0.47,0.47,0.48,0.48,0,0,0,0,14.6279426932416,0,55.3090798644588,1,1,0,0,0
74820,14.83,54.84,248.46,274.81,265.11,185.62,6.96,34.82,0,0.08,0.89,0.47,0.47,0.48,0.48,0,0,0,0,14.8254538371973,0,54.8438463227557,1,1,0,0,0
74850,14.79,54.79,243.1,278.13,262.85,185.92,6.98,34.86,0.02,0,0.86,0.47,0.47,0.48,0.48,0,0,0,0,14.7931181440479,0,54.7854660565953,1,1,0,0,0
74880,15.22,53.7,248.78,288.74,273.59,186.42,7,34.93,0,0.07,0.81,0.49,0.49,0.48,0.48,0,0,0,0,15.222568902842,0,53.6968536873185,1,1,0,0,0
74910,15.18,54.08,251.1,282.98,275.38,187.07,6.97,34.94,0.01,0.03,0.81,0.48,0.48,0.48,0.48,0,0,0,0,15.1764057049238,0,54.0810550274186,1,1,0,0,0
74940,14.7,55.02,256.04,283.99,263,185.26,6.95,34.88,0,0,0.87,0.48,0.48,0.48,0.48,0,0,0,0,14.7038301257073,0,55.0243681099434,1,1,0,0,0
74970,14.83,54.58,257.53,275.49,270.5,191.75,6.95,34.89,0.04,0.03,0.89,0.48,0.48,0.48,0.48,0,0,0,0,14.8275173830151,0,54.5790888295158,1,1,0,0,0
75000,14.88,54.42,251.34,276.86,272.82,183.07,6.96,34.9,0.01,0,0.91,0.47,0.47,0.48,0.48,0,0,0,0,14.8785867348488,0,54.4226783411083,1,1,0,0,0
75030,14.84,54.57,250.81,277.13,272.12,187.62,6.92,34.88,0.06,0.01,0.81,0.47,0.47,0.48,0.48,0,0,0,0,14.8396056316402,0,54.5666395470138,1,1,0,0,0
75060,14.79,55.05,248.34,288.25,261.57,195.39,6.91,34.89,0,0,0.88,0.47,0.47,0.48,0.48,0,0,0,0,14.789692022956,0,55.0466928065545,1,1,0,0,0
75090,14.85,54.32,258.52,281.32,271.85,185.42,6.99,34.9,0.02,0,0.91,0.49,0.49,0.48,0.48,0,0,0,0,14.8504635335856,0,54.3207630056329,1,1,0,0,0
75120,14.68,54.9,251.76,275.73,263.81,184.6,6.93,34.89,0,0.03,0.9,0.47,0.47,0.48,0.48,0,0,0,0,14.6826346495211,0,54.8977400609496,1,1,0,0,0
75150,15.05,54.14,254.34,280.99,278.26,183.84,6.97,34.94,0.03,0,0.79,0.48,0.48,0.48,0.48,0,0,0,0,15.0507557080119,0,54.1359064919395,1,1,0,0,0
75180,14.83,54.77,246.71,276.29,264.77,180.58,6.97,34.91,0,0,0.83,0.47,0.47,0.48,0.48,0,0,0,0,14.828695072856,0,54.7726604012454,1,1,0,0,0
75210,14.65,55.19,247.17,282.25,257.67,187.42,6.94,34.92,0.04,0.02,0.85,0.47,0.47,0.48,0.48,0,0,0,0,14.6501480007455,0,55.1869640982291,1,1,0,0,0
75240,14.79,54.66,246.84,275.54,259.29,188.41,6.94,34.9,0.02,0,0.84,0.47,0.47,0.48,0.48,0,0,0,0,14.7905748533922,0,54.6649059799233,1,1,0,0,0
75270,14.89,54.43,255.1,288.01,269.69,186.25,6.92,34.94,0,0,0.86,0.48,0.48,0.48,0.48,0,0,0,0,14.8946824303212,0,54.4316278051954,1,1,0,0,0
75300,14.89,54.26,250.04,274.78,258.29,184.56,6.97,34.92,0,0.02,0.81,0.47,0.47,0.48,0.48,0,0,0,0,14.8945319024795,0,54.2562053710301,1,1,0,0,0
75330,14.87,54.55,248.82,276.88,264.26,187.84,6.96,34.94,0.03,0,0.86,0.47,0.47,0.48,0.48,0,0,0,0,14.8714671915952,0,54.5526966922873,1,1,0,0,0
75360,14.83,54.94,250.02,276.87,254.69,187.63,6.96,34.98,0,0,0.85,0.47,0.47,0.48,0.48,0,0,0,0,14.8328243664885,0,54.9436213955998,1,1,0,0,0
75390,14.71,54.89,250.05,278.97,266.06,193.42,6.92,34.93,0.05,0.02,0.9,0.47,0.47,0.48,0.48,0,0,0,0,14.705232749614,0,54.8936475249183,1,1,0,0,0
75420,14.99,54.49,256.97,274.02,270.83,187.08,6.99,34.95,0.02,0.02,0.84,0.48,0.48,0.48,0.48,0,0,0,0,14.9894267646263,0,54.4937491652279,1,1,0,0,0
75450,15.02,54.3,249.55,276.3,261.94,192,6.97,34.96,0.01,0.02,0.85,0.48,0.48,0.48,0.48,0,0,0,0,15.0249651620839,0,54.3018218249163,1,1,0,0,0
75480,14.86,54.75,252,276.87,274.82,187.86,6.93,35,0,0.01,0.87,0.47,0.47,0.48,0.48,0,0,0,0,14.8558952709354,0,54.7496879529442,1,1,0,0,0
75510,14.81,54.74,250.64,276.5,263.36,186.99,6.91,34.96,0,0,0.81,0.47,0.47,0.48,0.48,0,0,0,0,14.8067978282079,0,54.7388230153882,1,1,0,0,0
75540,14.67,55.09,255.45,279.83,255.58,186.27,6.97,34.93,0.01,0.05,0.88,0.48,0.48,0.48,0.48,0,0,0,0,14.6729479231316,0,55.0946360515516,1,1,0,0,0
75570,14.64,55.38,251.81,279.66,252.97,182,6.9,34.96,0.02,0.07,0.86,0.47,0.47,0.48,0.48,0,0,0,0,14.6351810515217,0,55.37778901254,1,1,0,0,0
75600,14.86,54.33,251.69,277.6,264.72,191.89,6.97,34.98,0,0.03,0.82,0.48,0.48,0.48,0.48,0,0,0,0,14.8556058700876,0,54.3302892696533,1,1,0,0,0
75630,14.59,54.79,247.45,276.16,259.01,184.03,6.91,34.97,0.03,0,0.89,0.46,0.46,0.48,0.48,0,0,0,0,14.5931862358067,0,54.7916181877706,1,1,0,0,0
75660,14.93,54.5,253.78,279.89,258.06,188.73,6.92,34.95,0.01,0,0.82,0.48,0.48,0.48,0.48,0,0,0,0,14.9260497798579,0,54.4977786459014,1,1,0,0,0
75690,15.06,54.01,251.78,274.78,265.92,184.55,6.94,34.89,0,0,0.81,0.47,0.47,0.47,0.47,0,0,0,0,15.056751193897,0,54.0145434443176,1,1,0,0,0
75720,15,54.13,247.24,277.77,261.38,182.13,6.92,34.98,0.04,0,0.85,0.47,0.47,0.48,0.48,0,0,0,0,14.9986108049024,0,54.1270247603395,1,1,0,0,0
75750,14.9,54.52,251.81,274.04,267.12,181.93,7.01,34.97,0,0.08,0.9,0.48,0.48,0.48,0.48,0,0,0,0,14.8986365796317,0,54.5198785543044,1,1,0,0,0
75780,14.96,54.51,252.83,273.68,260.6,189.25,6.94,34.97,0,0,0.84,0.47,0.47,0.48,0.48,0,0,0,0,14.9641865986016,0,54.508968513988,1,1,0,0,0
75810,14.85,55.03,255.18,287.58,270.08,184.82,6.9,34.96,0.03,0.03,0.84,0.48,0.48,0.48,0.48,0,0,0,0,14.8519261983946,0,55.0265047536249,1,1,0,0,0
75840,14.79,54.7,251.41,278.51,254.77,192.12,6.95,35,0.03,0,0.86,0.47,0.47,0.48,0.48,0,0,0,0,14.7933805305599,0,54.6954527237412,1,1,0,0,0
75870,14.75,54.74,249.62,280.27,261.5,187.65,7,35,0.02,0.03,0.85,0.48,0.48,0.48,0.48,0,0,0,0,14.7520301758064,0,54.737425151678,1,1,0,0,0
75900,14.8,54.87,251.13,280.96,256.08,188.77,6.95,34.99,0,0,0.89,0.48,0.48,0.48,0.48,0,0,0,0,14.7972046415342,0,54.8699063528781,1,1,0,0,0
75930,15,54.31,252.16,288.39,258.77,182.86,6.91,34.95,0,0.04,0.88,0.48,0.48,0.48,0.48,0,0,0,0,15.0024007922388,0,54.3125701190905,1,1,0,0,0
75960,14.76,55.06,253.33,281.88,264.87,191.56,6.97,34.99,0.03,0,0.89,0.48,0.48,0.48,0.48,0,0,0,0,14.7566797935426,0,55.0643791658294,1,1,0,0,0
75990,14.68,54.73,248.88,278.61,265.04,186.01,6.89,34.98,0.01,0.01,0.89,0.46,0.46,0.48,0.48,0,0,0,0,14.6788889171193,0,54.7253615481782,1,1,0,0,0
76020,14.89,54.23,256.61,286.01,272.13,185.71,6.96,34.97,0.01,0,0.82,0.49,0.49,0.48,0.48,0,0,0,0,14.8940597395791,0,54.233564941084,1,1,0,0,0
76050,14.96,54.63,256.43,278.96,273.35,180.53,6.93,35,0.01,0.07,0.87,0.48,0.48,0.48,0.48,0,0,0,0,14.9554431465606,0,54.6320658711929,1,1,0,0,0
76080,14.89,54.72,249.88,280.39,261.96,186.58,6.97,35.01,0,0,0.93,0.48,0.48,0.48,0.48,0,0,0,0,14.8886330362147,0,54.7234838894511,1,1,0,0,0
76110,15.02,54.07,249.7,273.59,250.95,190.07,6.88,35.03,0.05,0,0.81,0.47,0.47,0.48,0.48,0,0,0,0,15.0174361067355,0,54.0660440955883,1,1,0,0,0
76140,14.61,55.1,253.94,279.18,257.36,187.08,6.91,35.07,0,0,0.87,0.47,0.47,0.48,0.48,0,0,0,0,14.6118820452674,0,55.0990340945556,1,1,0,0,0
76170,14.75,55.03,242.14,278.67,253.48,185.32,6.9,35,0.01,0.02,0.86,0.46,0.46,0.48,0.48,0,0,0,0,14.7494238388439,0,55.0306132758752,1,1,0,0,0
76200,14.69,55.12,244.04,270.93,249.44,185.46,6.91,35.01,0.01,0,0.84,0.45,0.45,0.48,0.48,0,0,0,0,14.6944769510991,0,55.116631137465,1,1,0,0,0
76230,15.13,54.09,256.88,276.39,266.08,184.02,6.92,35.07,0,0,0.84,0.48,0.48,0.48,0.48,0,0,0,0,15.1265906220967,0,54.0911123866661,1,1,0,0,0
76260,14.96,54.43,251.08,271.46,255.88,185.16,6.94,35,0.04,0.03,0.83,0.47,0.47,0.48,0.48,0,0,0,0,14.9615599801947,0,54.4277546883836,1,1,0,0,0
76290,14.88,54.39,250.83,272.08,255.13,187.44,6.9,35.03,0.04,0.03,0.84,0.47,0.47,0.48,0.48,0,0,0,0,14.8840956408029,0,54.3879256617939,1,1,0,0,0
76320,14.88,54.74,247.57,279.11,265.35,185.73,6.88,35.07,0,0.02,0.86,0.47,0.47,0.48,0.48,0,0,0,0,14.8820582203979,0,54.7370816407001,1,1,0,0,0
76350,14.7,55.08,254.56,284.59,261.89,183.55,6.89,35.04,0.03,0,0.93,0.48,0.48,0.48,0.48,0,0,0,0,14.6972551134159,0,55.0798392426387,1,1,0,0,0
76380,14.95,54.39,249.1,278.69,263.39,182.8,6.97,35.06,0.01,0,0.78,0.48,0.48,0.48,0.48,0,0,0,0,14.9511740372294,0,54.3867883459936,1,1,0,0,0
76410,14.7,54.88,253.02,281.21,252.93,185.91,6.87,35.03,0,0,0.89,0.47,0.47,0.48,0.48,0,0,0,0,14.6979258670794,0,54.8813272459334,1,1,0,0,0
76440,14.73,55.13,258.39,271.76,265.79,181.9,6.93,35.06,0,0.01,0.9,0.47,0.47,0.48,0.48,0,0,0,0,14.7320878689246,0,55.1282775812865,1,1,0,0,0
76470,15.06,54.22,253.24,274.15,263.83,181.24,6.96,35.05,0,0,0.84,0.48,0.48,0.48,0.48,0,0,0,0,15.0641702075017,0,54.2193080231069,1,1,0,0,0
76500,14.67,54.75,253.02,277.24,261.35,186.94,6.95,35.04,0,0,0.86,0.47,0.47,0.48,0.48,0,0,0,0,14.6744467995357,0,54.7467288782102,1,1,0,0,0
76530,14.8,54.62,256.33,285.93,266.89,186.2,6.84,35.08,0.02,0.06,0.8,0.48,0.48,0.48,0.48,0,0,0,0,14.8036640388887,0,54.6175205071794,1,1,0,0,0
76560,14.86,54.67,251.07,284.17,265.6,184.6,6.9,35.01,0.03,0,0.86,0.48,0.48,0.48,0.48,0,0,0,0,14.8599605979214,0,54.6683794536703,1,1,0,0,0
76590,14.72,55.06,247.98,285.28,260.55,192.03,6.87,35.07,0.02,0,0.86,0.47,0.47,0.48,0.48,0,0,0,0,14.7224698709814,0,55.0575660596776,1,1,0,0,0
76620,14.56,55.41,253.13,277.27,263.54,194.59,6.93,35.12,0.03,0.08,0.87,0.47,0.47,0.48,0.48,0,0,0,0,14.5612832856661,0,55.4072179665678,1,1,0,0,0
76650,14.84,54.73,258.32,280.59,260.56,191.32,6.93,35.07,0,0.01,0.88,0.48,0.48,0.48,0.48,0,0,0,0,14.8365748605225,0,54.7280733927484,1,1,0,0,0
76680,14.95,54.74,249.89,291.67,269.11,186.69,6.94,35.13,0,0.02,0.82,0.48,0.48,0.48,0.48,0,0,0,0,14.9542499899095,0,54.736115489519,1,1,0,0,0
76710,15.03,54.19,244.47,276.72,260.41,188.47,6.92,35.09,0,0.03,0.87,0.47,0.47,0.47,0.47,0,0,0,0,15.0278280379992,0,54.1946206978945,1,1,0,0,0
76740,14.6,54.85,244.41,266.33,244.33,189.73,6.85,35.04,0.01,0.03,0.9,0.45,0.45,0.48,0.48,0,0,0,0,14.5953401927146,0,54.8491849600433,1,1,0,0,0
76770,14.66,54.88,251.53,274.33,250.46,181.71,6.89,35.11,0,0,0.9,0.46,0.46,0.48,0.48,0,0,0,0,14.6584901201827,0,54.8750375100753,1,1,0,0,0
76800,14.88,54.58,251.88,276.82,248.55,188.4,6.88,35.08,0,0.02,0.86,0.47,0.47,0.48,0.48,0,0,0,0,14.8758496103469,0,54.581519851024,1,1,0,0,0
76830,14.98,54.37,246.45,274.43,260.98,189.87,6.91,35.05,0,0,0.79,0.46,0.46,0.47,0.47,0,0,0,0,14.9811042328496,0,54.3715654966289,1,1,0,0,0
76860,14.84,54.89,242.77,277.62,246.73,187.35,6.88,35.09,0,0.02,0.83,0.46,0.46,0.48,0.48,0,0,0,0,14.8367834904293,0,54.8942479413733,1,1,0,0,0
76890,14.94,54.44,250.74,270.56,260.19,184.3,6.88,35.12,0.04,0.02,0.87,0.46,0.46,0.48,0.48,0,0,0,0,14.9449406214419,0,54.4379799723252,1,1,0,0,0
76920,14.9,54.38,245.49,282.83,268.24,192.81,6.93,35.06,0,0,0.84,0.47,0.47,0.47,0.47,0,0,0,0,14.8953226802877,0,54.3750512348379,1,1,0,0,0
76950,14.99,54.6,255.56,272.48,260.98,188.06,6.87,35.14,0.06,0,0.91,0.47,0.47,0.48,0.48,0,0,0,0,14.9897033814769,0,54.5959889279217,1,1,0,0,0
76980,14.87,54.59,242.07,275.31,250.05,186.83,6.91,35.13,0.02,0.01,0.89,0.46,0.46,0.48,0.48,0,0,0,0,14.8702771924661,0,54.5949522444133,1,1,0,0,0
77010,14.64,54.87,248.08,276.56,265.76,192.06,6.9,35.06,0.01,0.11,0.84,0.46,0.46,0.48,0.48,0,0,0,0,14.6397770151835,0,54.8744711684359,1,1,0,0,0
77040,14.85,54.66,251.28,285.13,264.95,187.76,6.92,35.08,0,0.01,0.83,0.48,0.48,0.48,0.48,0,0,0,0,14.8450706435497,0,54.6621199928475,1,1,0,0,0
77070,14.86,54.69,248.04,283.04,269.2,185.94,6.91,35.09,0.04,0.02,0.87,0.47,0.47,0.48,0.48,0,0,0,0,14.8624560943633,0,54.6862904500287,1,1,0,0,0
77100,14.89,54.61,247.54,278.73,271.02,185.49,6.92,35.11,0,0.01,0.84,0.47,0.47,0.48,0.48,0,0,0,0,14.8851711349138,0,54.6132205006312,1,1,0,0,0
77130,14.72,55.31,241.78,278.27,250.55,189.67,6.89,35.08,0,0,0.9,0.46,0.46,0.48,0.48,0,0,0,0,14.7223461225949,0,55.3129699329638,1,1,0,0,0
77160,14.8,54.92,246.2,275.26,258.88,186.94,6.89,35.08,0,0.01,0.82,0.46,0.46,0.48,0.48,0,0,0,0,14.7953002622741,0,54.9165951328834,1,1,0,0,0
77190,14.7,55.04,244.76,276.1,258.06,189.48,6.9,35.21,0.06,0,0.83,0.46,0.46,0.48,0.48,0,0,0,0,14.6984729800359,0,55.0446107035459,1,1,0,0,0
77220,14.88,54.75,252.24,287.58,259.51,184.79,6.9,35.11,0,0,0.84,0.48,0.48,0.48,0.48,0,0,0,0,14.882903825089,0,54.7529605841886,1,1,0,0,0
77250,14.88,54.48,244.89,284.77,262.95,184.72,6.9,35.03,0.01,0.05,0.84,0.47,0.47,0.47,0.47,0,0,0,0,14.8788355213841,0,54.4849727403267,1,1,0,0,0
77280,15.13,54.04,260.18,271.51,267.48,185.69,6.91,35.09,0,0.01,0.81,0.48,0.48,0.47,0.47,0,0,0,0,15.1260433571301,0,54.0376030396734,1,1,0,0,0
77310,14.84,54.48,254.56,270.3,255.76,184.35,6.88,35.15,0.01,0,0.87,0.47,0.47,0.48,0.48,0,0,0,0,14.8447368316516,0,54.4841777139862,1,1,0,0,0
77340,14.78,54.73,243.47,276.96,263.9,181.93,6.89,35.12,0,0.05,0.88,0.46,0.46,0.48,0.48,0,0,0,0,14.7769052253829,0,54.7349784757078,1,1,0,0,0
77370,14.76,54.87,246.07,275.19,247.09,183.44,6.88,35.13,0.03,0.02,0.89,0.46,0.46,0.48,0.48,0,0,0,0,14.7622562063678,0,54.8663002988467,1,1,0,0,0
77400,14.83,54.74,252.98,279.13,256.59,184.25,6.88,35.13,0,0.01,0.84,0.47,0.47,0.48,0.48,0,0,0,0,14.8266319747026,0,54.7375896872644,1,1,0,0,0
77430,14.86,54.58,251.46,281.39,261.29,183.35,6.83,35.2,0,0,0.87,0.47,0.47,0.48,0.48,0,0,0,0,14.8646098000132,0,54.5805738248341,1,1,0,0,0
77460,14.85,54.91,252.77,283.2,268.27,183.88,6.86,35.1,0.03,0.02,0.93,0.47,0.47,0.48,0.48,0,0,0,0,14.8530877038192,0,54.9127151195486,1,1,0,0,0
77490,14.9,54.64,247.32,275.35,256.88,189.28,6.91,35.18,0,0,0.85,0.47,0.47,0.48,0.48,0,0,0,0,14.9022603186363,0,54.6386782692036,1,1,0,0,0
77520,15.02,53.86,251.19,281.13,265.46,184.87,6.9,35.1,0,0.03,0.87,0.47,0.47,0.47,0.47,0,0,0,0,15.0172767195712,0,53.8598002337592,1,1,0,0,0
77550,14.7,54.95,251.94,277,253.52,182.83,6.94,35.12,0.06,0,0.91,0.47,0.47,0.48,0.48,0,0,0,0,14.7027437859233,0,54.9516494171287,1,1,0,0,0
77580,14.79,54.56,246.42,278.46,258.42,190.79,6.82,35.12,0.02,0.02,0.84,0.46,0.46,0.47,0.47,0,0,0,0,14.793592039345,0,54.5599641415929,1,1,0,0,0
77610,14.82,54.76,246.28,281.32,254.16,181.26,6.85,35.14,0,0.04,0.88,0.46,0.46,0.48,0.48,0,0,0,0,14.8157502035995,0,54.756557685984,1,1,0,0,0
77640,14.83,54.25,247.28,283.69,261.47,191.66,6.89,35.1,0.03,0,0.84,0.47,0.47,0.47,0.47,0,0,0,0,14.8251341863289,0,54.2544563411234,1,1,0,0,0
77670,15.08,53.75,244.63,280.86,261.44,179.6,6.9,35.16,0.03,0,0.82,0.47,0.47,0.47,0.47,0,0,0,0,15.0764975324628,0,53.7517735451343,1,1,0,0,0
77700,14.73,54.68,254.96,273.28,261.21,189.41,6.87,35.15,0,0.05,0.86,0.47,0.47,0.48,0.48,0,0,0,0,14.7279004454124,0,54.6799055283835,1,1,0,0,0
77730,15.03,54.29,243.53,278.96,252.1,184.72,6.87,35.19,0,0.03,0.81,0.46,0.46,0.47,0.47,0,0,0,0,15.0294565946843,0,54.293302296158,1,1,0,0,0
77760,14.87,54.32,256.65,273.05,264.97,187.97,6.91,35.2,0.05,0,0.89,0.47,0.47,0.47,0.47,0,0,0,0,14.8747316229368,0,54.3184060916368,1,1,0,0,0
77790,14.93,54.56,257.3,282.45,272.35,182.61,6.83,35.14,0.03,0.01,0.85,0.48,0.48,0.47,0.47,0,0,0,0,14.9331321941125,0,54.5641108749463,1,1,0,0,0
77820,14.8,55.14,252.06,281.03,262.22,186.73,6.87,35.18,0.02,0.04,0.85,0.47,0.47,0.48,0.48,0,0,0,0,14.8011453502411,0,55.1380824707946,1,1,0,0,0
77850,14.87,54.93,251.34,281.66,258.04,183.78,6.86,35.21,0,0.02,0.92,0.47,0.47,0.48,0.48,0,0,0,0,14.8652745312263,0,54.9292776055439,1,1,0,0,0
77880,14.78,54.73,250.81,286.44,266.11,187,6.84,35.14,0.03,0,0.93,0.47,0.47,0.47,0.47,0,0,0,0,14.7795553712571,0,54.7305144359657,1,1,0,0,0
77910,14.87,54.58,239.68,279.82,259.49,184.35,6.91,35.19,0.03,0,0.86,0.46,0.46,0.47,0.47,0,0,0,0,14.8650848995533,0,54.5820908473686,1,1,0,0,0
77940,14.93,54.42,250.18,276.21,262.9,185.97,6.89,35.13,0.03,0.01,0.79,0.47,0.47,0.47,0.47,0,0,0,0,14.9296057796097,0,54.4192690862402,1,1,0,0,0
77970,14.88,54.66,252.95,276.51,268.51,189.34,6.91,35.13,0.04,0,0.91,0.47,0.47,0.47,0.47,0,0,0,0,14.8840941697345,0,54.6581537939847,1,1,0,0,0
78000,14.6,55.16,242.6,273.89,250.91,186.22,6.86,35.17,0,0,0.83,0.45,0.45,0.48,0.48,0,0,0,0,14.6009437399979,0,55.1631653913503,1,1,0,0,0
78030,14.85,54.91,252.71,281.85,265.89,183.38,6.85,35.16,0.01,0,0.89,0.47,0.47,0.48,0.48,0,0,0,0,14.8482348786083,0,54.9107576970798,1,1,0,0,0
78060,14.83,54.52,240.11,278.2,253.1,179.42,6.86,35.18,0.03,0.01,0.87,0.45,0.45,0.47,0.47,0,0,0,0,14.8328225549213,0,54.5247704907251,1,1,0,0,0
78090,14.88,54.36,250.77,269.64,260.17,187.85,6.87,35.19,0.02,0.02,0.88,0.46,0.46,0.47,0.47,0,0,0,0,14.8830142701676,0,54.3617704734726,1,1,0,0,0
78120,14.92,54.4,246.59,274.26,254.33,181.23,6.83,35.18,0.02,0,0.88,0.46,0.46,0.47,0.47,0,0,0,0,14.9153902049006,0,54.4016246907104,1,1,0,0,0
78150,14.78,54.62,250.55,273.6,253.76,183.45,6.93,35.21,0,0,0.78,0.47,0.47,0.47,0.47,0,0,0,0,14.778862584256,0,54.623341190741,1,1,0,0,0
78180,14.93,54.6,252.14,271.12,252.94,178.78,6.85,35.18,0.01,0.02,0.86,0.46,0.46,0.47,0.47,0,0,0,0,14.9327992165301,0,54.6049820138486,1,1,0,0,0
78210,14.81,54.62,245.42,275.99,250.61,178.93,6.86,35.22,0.05,0,0.85,0.46,0.46,0.47,0.47,0,0,0,0,14.812031330403,0,54.6177074280475,1,1,0,0,0
78240,14.88,54.17,245.76,272.99,250.1,182.89,6.84,35.2,0,0.01,0.8,0.46,0.46,0.47,0.47,0,0,0,0,14.8787920227931,0,54.1682249243436,1,1,0,0,0
78270,14.89,54.29,250.37,275.23,261.63,186.15,6.85,35.22,0,0.01,0.84,0.46,0.46,0.47,0.47,0,0,0,0,14.8916053268838,0,54.2891208484626,1,1,0,0,0
78300,14.83,54.18,252.61,281.49,259.32,183.7,6.85,35.18,0.06,0.05,0.86,0.47,0.47,0.47,0.47,0,0,0,0,14.8250012421834,0,54.1818049385556,1,1,0,0,0
78330,14.81,54.66,255.44,274.76,266.21,187.56,6.86,35.21,0.06,0,0.85,0.47,0.47,0.47,0.47,0,0,0,0,14.8075885220378,0,54.6553288745556,1,1,0,0,0
78360,14.95,54.38,251.46,285.68,272.68,186.76,6.85,35.2,0,0.06,0.85,0.47,0.47,0.47,0.47,0,0,0,0,14.9538172311791,0,54.3812096777227,1,1,0,0,0
78390,14.88,54.37,254.85,271.92,258.94,184.88,6.82,35.16,0,0.04,0.78,0.46,0.46,0.47,0.47,0,0,0,0,14.8788848164966,0,54.3667918411095,1,1,0,0,0
78420,14.51,55.39,251.32,284.34,254.08,187.17,6.84,35.19,0.04,0.04,0.9,0.46,0.46,0.48,0.48,0,0,0,0,14.5064329522682,0,55.3946152593202,1,1,0,0,0
78450,14.79,54.69,237.26,270.2,246.17,183.07,6.85,35.23,0,0,0.85,0.44,0.44,0.47,0.47,0,0,0,0,14.793343609597,0,54.6926533373125,1,1,0,0,0
78480,14.69,54.71,244.86,277.39,258.96,184.12,6.87,35.23,0,0,0.82,0.46,0.46,0.47,0.47,0,0,0,0,14.6870309295619,0,54.713327688133,1,1,0,0,0
78510,14.89,54.37,242.56,280.69,253.59,178.8,6.85,35.2,0.03,0,0.84,0.46,0.46,0.47,0.47,0,0,0,0,14.889278648238,0,54.369687656639,1,1,0,0,0
78540,14.96,54.21,246.01,272.52,248.56,185.8,6.86,35.26,0.02,0,0.82,0.46,0.46,0.47,0.47,0,0,0,0,14.9573329029047,0,54.2083582738384,1,1,0,0,0
78570,14.81,54.92,240.89,280.16,257.83,189.11,6.84,35.14,0.02,0,0.83,0.45,0.45,0.47,0.47,0,0,0,0,14.8139614184929,0,54.9172586929879,1,1,0,0,0
78600,14.85,54.71,246.34,274.27,255.48,181.38,6.86,35.21,0,0.03,0.8,0.46,0.46,0.47,0.47,0,0,0,0,14.854384469841,0,54.7116644273382,1,1,0,0,0
