Time,c_LO_measured,c_RE_measured,f_PLSP_measured,f_PLSS_measured,f_LO_measured,f_LE_measured,c_PLS_measured,c_LE_measured,c_RaffP_measured,c_RaffS_measured,c_BO_measured,v_LO_control,v_LO_valve,v_LE_control,v_LE_valve,v_LO_state,v_LE_state,process_state,sensor_LO_state,c_LO_sensor,f6_state,c_RE_sensor,ext_efficiency,strip_efficiency,f1_magnitude,f2_magnitude,fault_state
397980,16.8,55.44,255.36,275.68,234.33,191.15,7.01,36.63,0.04,0.01,0.91,0.3,0.42,0.51,0.51,1,0,1,0,16.8010656587885,0,55.4363220103122,1,1,0,0,4
398010,16.8,55.52,262.54,277.96,235,198.42,6.98,36.57,0,0.03,0.86,0.3,0.42,0.51,0.51,1,0,1,0,16.7988361330765,0,55.5157477175045,1,1,0,0,4
398040,16.83,55.48,265.03,275.99,239.67,204.49,7,36.66,0,0.05,0.86,0.31,0.42,0.51,0.51,1,0,1,0,16.8303253795909,0,55.476624866457,1,1,0,0,4
398070,16.82,55.39,264.87,273.15,236.53,199.68,7,36.57,0.01,0.06,0.91,0.31,0.42,0.51,0.51,1,0,1,0,16.8155192056077,0,55.390308276777,1,1,0,0,4
398100,16.82,55.44,257.62,272.96,227.24,201.03,7.01,36.66,0.05,0.04,0.88,0.3,0.42,0.51,0.51,1,0,1,0,16.8187163438576,0,55.4429308086634,1,1,0,0,4
398130,16.86,55.47,250.63,276.92,231.05,202.15,6.93,36.62,0,0.06,0.89,0.29,0.42,0.51,0.51,1,0,1,0,16.8634338359444,0,55.4686482634899,1,1,0,0,4
398160,16.84,55.41,259.94,280.9,233.91,206.32,6.96,36.66,0.04,0.01,0.86,0.31,0.42,0.51,0.51,1,0,1,0,16.837658565783,0,55.4104227433819,1,1,0,0,4
398190,16.8,55.5,255.1,283.42,232.16,199.09,7,36.62,0,0.02,0.96,0.31,0.42,0.51,0.51,1,0,1,0,16.7997735165378,0,55.496493421151,1,1,0,0,4
398220,16.87,55.5,250.76,284.48,240.88,197.11,6.96,36.63,0.04,0,0.85,0.31,0.42,0.51,0.51,1,0,1,0,16.8712119935695,0,55.5016228007116,1,1,0,0,4
398250,16.82,55.5,255.76,282.73,226.66,192.35,6.96,36.65,0,0,0.89,0.31,0.42,0.51,0.51,1,0,1,0,16.8227134980532,0,55.4953424257861,1,1,0,0,4
398280,16.85,55.42,257.27,284.67,232.89,203.64,7.06,36.7,0.03,0.01,0.85,0.33,0.42,0.51,0.51,1,0,1,0,16.8487914461837,0,55.4188090075007,1,1,0,0,4
398310,16.87,55.45,254.31,276.56,226.68,200.5,6.98,36.67,0,0,0.9,0.31,0.42,0.51,0.51,1,0,1,0,16.8663898423591,0,55.4478932410444,1,1,0,0,4
398340,16.88,55.39,263.76,279.73,235.71,198.9,7.01,36.73,0,0,0.94,0.33,0.42,0.51,0.51,1,0,1,0,16.8771968957241,0,55.3927409162725,1,1,0,0,4
398370,16.85,55.53,255.69,278.62,232.56,194.88,6.96,36.68,0,0,0.93,0.32,0.42,0.51,0.51,1,0,1,0,16.8464177018109,0,55.5294637004269,1,1,0,0,4
398400,16.88,55.5,259.27,281.84,237.89,197.78,7.02,36.66,0.05,0,0.89,0.33,0.42,0.51,0.51,1,0,1,0,16.8795375534676,0,55.4964871548216,1,1,0,0,4
398430,16.85,55.44,260.02,281,235.84,199.36,6.97,36.69,0.04,0.02,0.91,0.33,0.42,0.51,0.51,1,0,1,0,16.8500962036258,0,55.4412807598912,1,1,0,0,4
398460,16.9,55.42,261.28,283.07,234.66,195.84,6.95,36.71,0,0,0.9,0.33,0.42,0.51,0.51,1,0,1,0,16.9004817132602,0,55.4182184670407,1,1,0,0,4
398490,16.88,55.46,248.95,280.94,232.95,203.33,7.02,36.64,0,0.01,0.96,0.32,0.42,0.51,0.51,1,0,1,0,16.8815314958525,0,55.4631322446559,1,1,0,0,4
398520,16.87,55.39,253.99,278.88,228.49,199.53,6.95,36.68,0.01,0.04,0.88,0.32,0.42,0.51,0.51,1,0,1,0,16.8735516773397,0,55.3940645845109,1,1,0,0,4
398550,16.87,55.5,251.21,285.08,234.52,198.99,6.97,36.69,0.03,0.01,0.91,0.33,0.42,0.51,0.51,1,0,1,0,16.8749483088712,0,55.4960741143645,1,1,0,0,4
398580,16.89,55.46,255.1,279.19,230.57,196.72,6.98,36.69,0.01,0,0.89,0.33,0.42,0.51,0.51,1,0,1,0,16.8929704051767,0,55.4609055190354,1,1,0,0,4
398610,16.92,55.41,260.56,283.01,229.05,194.03,6.98,36.71,0.05,0,0.93,0.34,0.42,0.51,0.51,1,0,1,0,16.9245145396623,0,55.4073655536695,1,1,0,0,4
398640,16.89,55.41,257.84,287.93,234.5,197.41,7.03,36.71,0.02,0,0.94,0.35,0.42,0.51,0.51,1,0,1,0,16.8913352409942,0,55.4137093350503,1,1,0,0,4
398670,16.89,55.46,261.09,277.4,238.01,202.73,7.03,36.77,0.03,0,0.86,0.35,0.42,0.51,0.51,1,0,1,0,16.8884294359047,0,55.460590739089,1,1,0,0,4
398700,16.89,55.44,254.47,273.62,234.42,205.51,6.97,36.7,0.07,0,0.9,0.33,0.42,0.51,0.51,1,0,1,0,16.887730894979,0,55.4442112346322,1,1,0,0,4
398730,16.85,55.44,262.93,272.11,226.58,206.03,6.99,36.74,0,0,0.9,0.35,0.42,0.51,0.51,1,0,1,0,16.8468465439761,0,55.4401006440737,1,1,0,0,4
398760,16.88,55.39,262.67,274.08,238.6,202.19,7.03,36.74,0,0.04,0.87,0.35,0.42,0.51,0.51,1,0,1,0,16.875106804725,0,55.3851042279609,1,1,0,0,4
398790,16.9,55.42,256.4,285.12,238.51,197.6,7.03,36.68,0.03,0.03,0.83,0.36,0.42,0.51,0.51,1,0,1,0,16.9018728316529,0,55.4198132051858,1,1,0,0,4
398820,16.93,55.34,253.33,277.41,233.74,201.6,7.04,36.73,0.03,0,0.92,0.35,0.42,0.51,0.51,1,0,1,0,16.9255982944231,0,55.3423723872115,1,1,0,0,4
398850,16.92,55.44,250.94,281.38,233.03,200.11,6.98,36.74,0.01,0,0.87,0.35,0.42,0.51,0.51,1,0,1,0,16.9155935983831,0,55.4424469357515,1,1,0,0,4
398880,16.91,55.46,261.11,283.3,228.99,196.16,7.02,36.79,0.02,0.01,0.85,0.36,0.42,0.51,0.51,1,0,1,0,16.910727572931,0,55.4601475245488,1,1,0,0,4
398910,16.95,55.49,254.71,280.46,224.49,203.04,7.06,36.8,0.01,0.02,0.87,0.36,0.42,0.52,0.52,1,0,1,0,16.9480126597888,0,55.4861771832811,1,1,0,0,4
398940,16.92,55.43,257.95,276.51,223.83,202.31,7.04,36.73,0,0.02,0.9,0.36,0.42,0.51,0.51,1,0,1,0,16.9160709958855,0,55.4309532567714,1,1,0,0,4
398970,16.95,55.45,251.95,285.89,230.96,197.11,7.03,36.77,0,0.02,0.9,0.36,0.42,0.51,0.51,1,0,1,0,16.9543472071528,0,55.4498004894141,1,1,0,0,4
399000,16.92,55.46,266.22,279.14,230.21,193.76,6.95,36.8,0.05,0.01,0.88,0.37,0.42,0.52,0.52,1,0,1,0,16.9226580135028,0,55.4624599256326,1,1,0,0,4
399030,16.92,55.44,247.69,283,232.83,204.57,7.06,36.82,0.09,0,0.88,0.36,0.42,0.52,0.52,1,0,1,0,16.9173268100977,0,55.4419341808821,1,1,0,0,4
399060,16.96,55.46,249.48,279.32,237.19,202.06,7,36.74,0.04,0.01,0.88,0.36,0.42,0.51,0.51,1,0,1,0,16.9591353369514,0,55.4645583497658,1,1,0,0,4
399090,16.95,55.46,254.88,281.92,239.29,199.79,7.04,36.79,0,0,0.92,0.37,0.42,0.52,0.52,1,0,1,0,16.9467256629408,0,55.4637757215285,1,1,0,0,4
399120,16.97,55.41,250.52,281.41,226.41,204.05,7.03,36.82,0,0.01,0.92,0.37,0.42,0.52,0.52,1,0,1,0,16.9673104152625,0,55.4076172933193,1,1,0,0,4
399150,16.87,55.44,254.32,271.54,224.92,196.48,7.07,36.82,0,0.05,0.82,0.37,0.42,0.52,0.52,1,0,1,0,16.8747679308946,0,55.4439528338943,1,1,0,0,4
399180,16.95,55.48,259.74,281.98,237.1,200.57,7.02,36.83,0,0.05,0.91,0.38,0.42,0.52,0.52,1,0,1,0,16.9463717838919,0,55.4773301997467,1,1,0,0,4
399210,16.92,55.4,255.78,281.36,236.16,197.99,7.04,36.75,0,0,0.92,0.38,0.42,0.52,0.52,1,0,1,0,16.916595307291,0,55.4017708535135,1,1,0,0,4
399240,16.9,55.49,254.21,277.96,231.16,203.28,7.03,36.85,0.01,0.04,0.92,0.37,0.42,0.52,0.52,1,0,1,0,16.8962851368894,0,55.4909982954629,1,1,0,0,4
399270,16.97,55.48,254.19,274.03,236.77,196.47,7,36.81,0,0,0.89,0.37,0.42,0.52,0.52,1,0,1,0,16.9719379078538,0,55.4848602427107,1,1,0,0,4
399300,16.93,55.45,256.28,277.21,242.9,206.59,7,36.85,0,0,0.89,0.38,0.42,0.52,0.52,1,0,1,0,16.931210527325,0,55.4466203366034,1,1,0,0,4
399330,16.89,55.46,261.77,273.35,230.36,200.24,7.02,36.85,0.03,0.01,0.87,0.38,0.42,0.52,0.52,1,0,1,0,16.8864347671475,0,55.4634616800016,1,1,0,0,4
399360,17,55.43,259.89,278.47,232.02,197.89,6.99,36.84,0,0.05,0.89,0.39,0.42,0.52,0.52,1,0,1,0,16.9958605091516,0,55.427709497395,1,1,0,0,4
399390,16.96,55.39,250.25,280.99,240.47,199.99,7.01,36.77,0.02,0.02,0.91,0.38,0.42,0.52,0.52,1,0,1,0,16.959621251374,0,55.3872209549219,1,1,0,0,4
399420,16.98,55.46,255.49,278.21,231.45,199,7.06,36.82,0.04,0,0.89,0.39,0.42,0.52,0.52,1,0,1,0,16.9819528521073,0,55.4593285777571,1,1,0,0,4
399450,17.01,55.48,265.44,281.54,226.9,202.63,7.04,36.82,0.04,0.01,0.92,0.41,0.42,0.52,0.52,1,0,1,0,17.0111318773341,0,55.4821279486049,1,1,0,0,4
399480,16.96,55.41,256.1,284.35,228.64,200.93,7.04,36.93,0,0.02,0.9,0.4,0.42,0.52,0.52,1,0,1,0,16.9594161833414,0,55.4091963813371,1,1,0,0,4
399510,17.02,55.42,256.81,280.53,238.01,208.09,7.03,36.87,0,0.02,0.93,0.4,0.42,0.52,0.52,1,0,1,0,17.0230541972121,0,55.4201221247997,1,1,0,0,4
399540,17.03,55.44,260.21,276.96,241.11,200.41,7.01,36.88,0,0,0.91,0.4,0.42,0.52,0.52,1,0,1,0,17.0311009972501,0,55.4408042338779,1,1,0,0,4
399570,16.94,55.39,259.24,285.3,235.56,204.08,7.06,36.92,0.02,0,0.91,0.41,0.42,0.52,0.52,1,0,1,0,16.9411221610803,0,55.3947022017634,1,1,0,0,4
399600,17.01,55.47,261.25,280.49,238.89,205.99,7,36.91,0.03,0,0.9,0.41,0.42,0.52,0.52,1,0,1,0,17.008642168526,0,55.4734630255165,1,1,0,0,4
399630,16.95,55.38,265.56,277.17,228.28,206.16,7.02,36.89,0,0.02,0.93,0.41,0.42,0.52,0.52,1,0,1,0,16.9479105724572,0,55.379866215299,1,1,0,0,4
399660,17.02,55.41,250.89,280.26,232.25,205.26,7.06,36.89,0.02,0,0.82,0.4,0.42,0.52,0.52,1,0,1,0,17.0188229876086,0,55.411949591038,1,1,0,0,4
399690,16.97,55.42,264.94,280.55,234.05,198.57,7.01,36.92,0,0,0.91,0.42,0.42,0.52,0.52,1,0,1,0,16.9735756672263,0,55.4223816597848,1,1,0,0,4
399720,17.03,55.43,252.97,284.62,226.34,199.22,7.06,36.88,0.02,0,0.89,0.41,0.42,0.52,0.52,1,0,1,0,17.0267459449589,0,55.4322037783353,1,1,0,0,4
399750,16.99,55.41,252.53,284.29,222.76,201.95,7.04,36.84,0.01,0.03,0.9,0.41,0.42,0.52,0.52,1,0,1,0,16.9853398768442,0,55.412769047313,1,1,0,0,4
399780,17.03,55.45,259.29,276.67,234.25,203.69,7.05,36.96,0,0.04,0.87,0.42,0.42,0.52,0.52,1,0,1,0,17.0257614588915,0,55.4512632232031,1,1,0,0,4
399810,16.96,55.42,245.64,281.49,227.63,205.24,7.01,37,0.04,0,0.88,0.4,0.42,0.52,0.52,1,0,1,0,16.9587475682669,0,55.4230437259313,1,1,0,0,4
399840,17.04,55.4,258.73,284.15,240.58,204.42,7.05,36.93,0,0.03,0.87,0.43,0.42,0.52,0.52,1,0,1,0,17.0393927939497,0,55.3961113168821,1,1,0,0,4
399870,17.05,55.32,251.52,281.99,235.51,202.46,7.02,36.97,0,0.02,0.84,0.42,0.42,0.52,0.52,1,0,1,0,17.0482914203938,0,55.3173309519322,1,1,0,0,4
399900,17.07,55.44,255.63,284.44,235.28,203.17,7,36.94,0.01,0.03,0.91,0.42,0.42,0.52,0.52,1,0,1,0,17.0657885166318,0,55.439945987739,1,1,0,0,4
399930,17.05,55.34,254.53,275.57,239.72,208.99,6.98,36.92,0,0,0.89,0.41,0.42,0.52,0.52,1,0,1,0,17.0539255839166,0,55.3413089475607,1,1,0,0,4
399960,17.01,55.4,259.08,276.3,232.25,209.49,7.01,36.88,0,0.01,0.85,0.42,0.42,0.52,0.52,1,0,1,0,17.0122207114949,0,55.3988850809905,1,1,0,0,4
399990,16.99,55.41,253.47,276.31,229.02,200.1,6.99,36.95,0.02,0,0.92,0.42,0.42,0.52,0.52,1,0,1,0,16.9941153360233,0,55.4053174817138,1,1,0,0,4
400020,17.05,55.45,255.97,280.01,225.08,205.91,7.08,36.95,0,0,0.89,0.43,0.42,0.52,0.52,1,0,1,0,17.0473420308752,0,55.4459375647531,1,1,0,0,4
400050,17,55.43,258.04,290.05,229.91,204.77,7.01,36.96,0,0.02,0.9,0.44,0.42,0.52,0.52,1,0,1,0,17.0036066459346,0,55.4322392863165,1,1,0,0,4
400080,17.04,55.42,258.49,278.95,236.49,201.1,7.04,36.98,0.06,0.01,0.87,0.44,0.42,0.53,0.53,1,0,1,0,17.0401400695118,0,55.4190194268671,1,1,0,0,4
400110,17.02,55.49,250.26,287.5,233.95,207.36,7.05,36.97,0.08,0.02,0.87,0.44,0.42,0.53,0.53,1,0,1,0,17.0190040168487,0,55.494496382579,1,1,0,0,4
400140,17.05,55.4,247.68,285.68,234.26,206.55,7.06,36.97,0,0,0.89,0.43,0.42,0.53,0.53,1,0,1,0,17.0535448817911,0,55.3970435789194,1,1,0,0,4
400170,17.02,55.42,261.05,271.3,234.93,207.74,7.01,37.01,0.02,0.07,0.87,0.44,0.42,0.53,0.53,1,0,1,0,17.0227922268968,0,55.423586519599,1,1,0,0,4
400200,17.07,55.42,251.73,287.66,223.2,212.52,7.08,36.98,0.05,0.02,0.88,0.45,0.42,0.53,0.53,1,0,1,0,17.0741365919798,0,55.415558860129,1,1,0,0,4
400230,17.07,55.42,251.35,280.62,230.85,206.15,7.01,36.98,0.05,0.02,0.87,0.44,0.42,0.53,0.53,1,0,1,0,17.0730070566483,0,55.4155858289842,1,1,0,0,4
400260,17.04,55.52,261.7,286.89,233.53,205.99,7.05,36.97,0.05,0.04,0.86,0.46,0.42,0.53,0.53,1,0,1,0,17.0447524343229,0,55.5165337607485,1,1,0,0,4
400290,17.04,55.42,251.62,281.59,243.54,202.88,7.13,37.01,0,0.02,0.86,0.45,0.42,0.53,0.53,1,0,1,0,17.0382995555878,0,55.4218709478586,1,1,0,0,4
400320,17.14,55.39,261.15,278.3,226.96,207.51,7.06,37.01,0,0.01,0.85,0.46,0.42,0.53,0.53,1,0,1,0,17.135340804889,0,55.385356387799,1,1,0,0,4
400350,17.02,55.38,245.36,278.02,228,209.13,7.03,36.96,0.04,0.02,0.86,0.44,0.42,0.53,0.53,1,0,1,0,17.0158885460726,0,55.3764539190373,1,1,0,0,4
400380,17.1,55.42,257.1,276.8,238.9,205.41,7.01,37.04,0,0.01,0.87,0.45,0.42,0.53,0.53,1,0,1,0,17.0962123873586,0,55.4185794268486,1,1,0,0,4
400410,17.05,55.41,253.79,279.16,233.31,205.14,7.08,37,0,0.05,0.8,0.46,0.42,0.53,0.53,1,0,1,0,17.0535058692402,0,55.4056077272832,1,1,0,0,4
400440,17.01,55.41,256.62,285.89,232.37,201.65,7.07,37.02,0,0,0.89,0.46,0.42,0.53,0.53,1,0,1,0,17.013146907215,0,55.4059199436964,1,1,0,0,4
400470,17.02,55.45,255.94,279.8,236.56,201.86,7.08,37.06,0,0,0.92,0.46,0.42,0.53,0.53,1,0,1,0,17.0199609555354,0,55.4524638977639,1,1,0,0,4
400500,17.09,55.44,261.6,284.76,232.46,204.36,7.03,37.05,0.01,0.03,0.88,0.47,0.42,0.53,0.53,1,0,1,0,17.0922666771444,0,55.4376311458264,1,1,0,0,4
400530,17.03,55.36,254.3,287.01,228.76,206.79,7.08,37,0,0,0.91,0.47,0.42,0.53,0.53,1,0,1,0,17.0297834111504,0,55.3570096355367,1,1,0,0,4
400560,17.1,55.32,255.17,280.64,235.5,208.67,7.05,37.09,0.02,0,0.86,0.47,0.42,0.53,0.53,1,0,1,0,17.0975445669369,0,55.32172883542,1,1,0,0,4
400590,17.04,55.37,254.27,284.26,233.26,204.67,7.08,37.02,0,0.04,0.86,0.47,0.42,0.53,0.53,1,0,1,0,17.0429430341929,0,55.3703521016747,1,1,0,0,4
400620,17.15,55.43,260.05,279.11,225.24,205.8,7.02,37.08,0,0.04,0.87,0.47,0.42,0.53,0.53,1,0,1,0,17.1501434183492,0,55.4301349152143,1,1,0,0,4
400650,17.05,55.45,254.56,277.49,232.27,207.82,7.04,37.12,0,0,0.89,0.47,0.42,0.53,0.53,1,0,1,0,17.0489432069756,0,55.4505491903613,1,1,0,0,4
400680,17.15,55.35,254.09,277.62,229.84,206.26,7.07,37.03,0.05,0,0.88,0.47,0.42,0.53,0.53,1,0,1,0,17.1498781413619,0,55.3463896467528,1,1,0,0,4
400710,17.08,55.37,249.2,280.78,239.09,207.75,7.04,37.09,0.01,0.03,0.87,0.47,0.42,0.53,0.53,1,0,1,0,17.0771898116198,0,55.3696657049502,1,1,0,0,4
400740,17.06,55.38,252.28,280.46,233.89,206.36,7.07,37.02,0.01,0.05,0.85,0.48,0.42,0.53,0.53,1,0,1,0,17.063747851763,0,55.3758540930695,1,1,0,0,4
400770,17.09,55.41,243.69,278.06,240.12,209.07,7.04,37.09,0.01,0.04,0.86,0.46,0.42,0.53,0.53,1,0,1,0,17.085090142567,0,55.4070793468457,1,1,0,0,4
400800,17.16,55.38,254.72,288.21,238.4,203.85,7.04,37.05,0.05,0,0.91,0.49,0.42,0.53,0.53,1,0,1,0,17.1590214718908,0,55.3781299661065,1,1,0,0,4
400830,17.08,55.4,255.69,286.37,232.01,206.73,7.03,37.1,0.01,0,0.86,0.49,0.42,0.53,0.53,1,0,1,0,17.0802203449807,0,55.4026189143566,1,1,0,0,4
400860,17.09,55.43,255.42,276.68,233.31,202.83,7.02,37.06,0.07,0.01,0.96,0.48,0.42,0.53,0.53,1,0,1,0,17.0909551895896,0,55.4285123840352,1,1,0,0,4
400890,17.1,55.39,253.68,285.91,235.98,206.5,7.09,37.09,0.01,0.02,0.9,0.49,0.42,0.53,0.53,1,0,1,0,17.0989658672847,0,55.3911768943746,1,1,0,0,4
400920,17.15,55.41,254.51,288.82,238.12,206.59,7.1,37.09,0.05,0,0.84,0.5,0.42,0.53,0.53,1,0,1,0,17.1509424774301,0,55.4080097108195,1,1,0,0,4
400950,17.11,55.33,265.79,290.56,232.57,207.85,7.03,37.05,0.06,0,0.92,0.51,0.42,0.53,0.53,1,0,1,0,17.1090717221317,0,55.3289843037423,1,1,0,0,4
400980,17.09,55.42,250.66,287.48,235.97,206.59,7.04,37.08,0,0.01,0.95,0.49,0.42,0.53,0.53,1,0,1,0,17.0919244337492,0,55.417247020624,1,1,0,0,4
401010,17.1,55.4,258.44,286.08,243.5,207.96,7.05,37.15,0.03,0,0.91,0.5,0.42,0.53,0.53,1,0,1,0,17.0968413814015,0,55.3989680088233,1,1,0,0,4
401040,17.13,55.42,254.15,280.36,237.86,210.94,7.09,37.13,0.02,0.01,0.94,0.5,0.42,0.53,0.53,1,0,1,0,17.1298688758276,0,55.4164284281973,1,1,0,0,4
401070,17.15,55.41,257.7,284.17,238.65,204.93,7.05,37.09,0,0.05,0.83,0.51,0.42,0.53,0.53,1,0,1,0,17.1499470074419,0,55.4101503582213,1,1,0,0,4
401100,17.14,55.32,262.11,287.1,240.82,207.4,7.06,37.12,0.02,0.01,0.88,0.52,0.42,0.53,0.53,1,0,1,0,17.1444311419809,0,55.321245216216,1,1,0,0,4
401130,17.08,55.39,256.33,283.08,236.45,210.57,7.01,37.16,0.01,0,0.87,0.5,0.42,0.53,0.53,1,0,1,0,17.0808988150576,0,55.3857342917191,1,1,0,0,4
401160,17.13,55.38,255.34,286.52,234.23,203.7,7.01,37.12,0.01,0,0.87,0.51,0.42,0.53,0.53,1,0,1,0,17.1255125550688,0,55.375273059163,1,1,0,0,4
401190,17.08,55.38,262.6,285.22,236.07,210.12,7.03,37.16,0,0.05,0.86,0.52,0.42,0.53,0.53,1,0,1,0,17.082231684988,0,55.3783348202948,1,1,0,0,4
401220,17.14,55.33,255.46,275.56,235.79,207.51,7.08,37.16,0,0,0.9,0.51,0.42,0.53,0.53,1,0,1,0,17.1380570901438,0,55.3339809852591,1,1,0,0,4
401250,17.1,55.37,263.94,279.82,240.02,212.74,7,37.07,0,0.02,0.93,0.52,0.42,0.53,0.53,1,0,1,0,17.1038154520245,0,55.3729105892655,1,1,0,0,4
401280,17.12,55.38,254.5,289.1,241.76,207.67,7.08,37.17,0,0,0.89,0.52,0.42,0.54,0.54,1,0,1,0,17.1153575825821,0,55.377437535116,1,1,0,0,4
401310,17.11,55.3,251.7,295.52,234.56,208.43,7.01,37.12,0.02,0,0.87,0.52,0.42,0.53,0.53,1,0,1,0,17.1132154226524,0,55.3016757051819,1,1,0,0,4
401340,17.11,55.38,251.14,291.63,229.27,210.85,6.99,37.15,0.04,0.01,0.92,0.52,0.42,0.53,0.53,1,0,1,0,17.1062374908175,0,55.3805255914193,1,1,0,0,4
401370,17.13,55.38,256.35,293.07,238.24,204.83,7.02,37.23,0,0.02,0.88,0.53,0.42,0.54,0.54,1,0,1,0,17.1269756986966,0,55.381549496223,1,1,0,0,4
401400,17.16,55.37,258.61,286.57,235.15,211.58,7.03,37.18,0,0.01,0.94,0.53,0.42,0.54,0.54,1,0,1,0,17.1618881692751,0,55.3698662162359,1,1,0,0,4
401430,17.1,55.35,253.28,280.24,227.16,208.99,7.02,37.13,0,0.04,0.87,0.52,0.42,0.53,0.53,1,0,1,0,17.1037101265187,0,55.3542750527541,1,1,0,0,4
401460,17.15,55.37,253.87,281.43,228.97,205.82,7.03,37.19,0.02,0,0.9,0.52,0.42,0.54,0.54,1,0,1,0,17.147434997567,0,55.3658570799776,1,1,0,0,4
401490,17.18,55.43,252.92,289.47,233.31,215.76,7.07,37.23,0,0,0.9,0.54,0.42,0.54,0.54,1,0,1,0,17.178372685286,0,55.4347586870336,1,1,0,0,4
401520,17.18,55.4,251.33,282.88,233.26,211.74,7.05,37.22,0.02,0.05,0.91,0.53,0.42,0.54,0.54,1,0,1,0,17.1786977863985,0,55.4045199881457,1,1,0,0,4
401550,17.17,55.38,256.74,285.87,236.42,206.33,7.07,37.19,0.03,0,0.89,0.54,0.42,0.54,0.54,1,0,1,0,17.1711956157563,0,55.3766914574319,1,1,0,0,4
401580,17.13,55.38,251.78,287.99,229.77,211.14,7.08,37.26,0,0,0.88,0.54,0.42,0.54,0.54,1,0,1,0,17.1263628675146,0,55.383411602606,1,1,0,0,4
401610,17.17,55.39,254.77,282.14,247.27,210.76,7.08,37.14,0,0,0.9,0.54,0.42,0.54,0.54,1,0,1,0,17.167381653875,0,55.3942091787197,1,1,0,0,4
401640,17.1,55.44,251.25,289.2,239.79,211.99,7.05,37.21,0,0,0.92,0.54,0.42,0.54,0.54,1,0,1,0,17.0958724548653,0,55.4391080063963,1,1,0,0,4
401670,17.13,55.32,255.94,285.79,233.46,211.15,7.07,37.23,0.03,0,0.88,0.55,0.42,0.54,0.54,1,0,1,0,17.1303359489717,0,55.3190128876352,1,1,0,0,4
401700,17.17,55.34,246.19,286.31,242.32,209.12,7.04,37.21,0.02,0,0.89,0.54,0.42,0.54,0.54,1,0,1,0,17.1703716124278,0,55.3424288081739,1,1,0,0,4
401730,17.17,55.33,260.04,288.43,235.77,207.84,7.02,37.21,0.05,0.03,0.9,0.55,0.42,0.54,0.54,1,0,1,0,17.168517360877,0,55.3312109916369,1,1,0,0,4
401760,17.13,55.41,259.28,280.63,230.89,208.74,7.08,37.19,0.03,0,0.93,0.55,0.42,0.54,0.54,1,0,1,0,17.1339968563177,0,55.4094357075329,1,1,0,0,4
401790,17.17,55.43,250.63,277.89,231.75,209.52,7.01,37.21,0.05,0.02,0.88,0.54,0.42,0.54,0.54,1,0,1,0,17.1663441442496,0,55.4296674800563,1,1,0,0,4
401820,17.18,55.41,254.05,278.6,221.77,208.88,7.04,37.21,0,0.02,0.93,0.55,0.42,0.54,0.54,1,0,1,0,17.1763664760504,0,55.4123491716125,1,1,0,0,4
401850,17.13,55.3,261.41,292.33,232.28,210.73,7.12,37.15,0.06,0,0.94,0.58,0.42,0.54,0.54,1,0,1,0,17.126744107928,0,55.300288096268,1,1,0,0,4
401880,17.19,55.4,251.73,287.08,239.81,215.09,7.09,37.17,0,0.01,0.89,0.56,0.42,0.54,0.54,1,0,1,0,17.1882374409869,0,55.3976794352155,1,1,0,0,4
401910,17.17,55.31,249.41,282.9,238.46,216.31,7.08,37.23,0,0,0.9,0.56,0.42,0.54,0.54,1,0,1,0,17.1719587624224,0,55.3081054954463,1,1,0,0,4
401940,17.17,55.38,255.35,281.63,237.35,207.05,7.07,37.25,0,0,0.86,0.56,0.42,0.54,0.54,1,0,1,0,17.1716434139569,0,55.3824887015395,1,1,0,0,4
401970,17.13,55.33,261.57,293.93,235.78,207.58,7.04,37.25,0.01,0,0.89,0.58,0.42,0.54,0.54,1,0,1,0,17.127603967178,0,55.332035302286,1,1,0,0,4
402000,17.13,55.35,251.56,276.79,227.58,212.16,7.01,37.27,0,0.05,0.89,0.55,0.42,0.54,0.54,1,0,1,0,17.1253670618423,0,55.34770060856,1,1,0,0,4
402030,17.13,55.31,259.3,283.8,227.74,213.23,7.02,37.24,0.03,0.02,0.92,0.57,0.42,0.54,0.54,1,0,1,0,17.1309682581735,0,55.3134423557315,1,1,0,0,4
402060,17.17,55.3,247.09,286.84,232.85,207.83,7.05,37.28,0.05,0,0.94,0.56,0.42,0.54,0.54,1,0,1,0,17.1686128872541,0,55.2965175791146,1,1,0,0,4
402090,17.14,55.37,247.76,281.53,230.19,211.4,7.03,37.23,0,0.05,0.89,0.56,0.42,0.54,0.54,1,0,1,0,17.1401552134745,0,55.3722565091608,1,1,0,0,4
402120,17.15,55.3,258.98,285.31,229.39,208.59,7.05,37.28,0,0.04,0.88,0.58,0.42,0.54,0.54,1,0,1,0,17.1488682082345,0,55.2984957205484,1,1,0,0,4
402150,17.16,55.31,257.49,286.13,229.95,213.45,7.03,37.23,0.01,0,0.85,0.58,0.42,0.54,0.54,1,0,1,0,17.1622379241573,0,55.3120812299374,1,1,0,0,4
402180,17.19,55.33,256.13,287.38,228.32,216.62,7.07,37.25,0.06,0.05,0.83,0.58,0.42,0.54,0.54,1,0,1,0,17.1933248529673,0,55.3311108237673,1,1,0,0,4
402210,17.18,55.26,258.95,284.95,238,210.36,7.08,37.24,0.02,0.03,0.9,0.59,0.42,0.54,0.54,1,0,1,0,17.1763297397042,0,55.263249002452,1,1,0,0,4
